City,Provinsi,Cabang,Alamat
Lubuklinggau,Sumatera Selatan,KCP Lubuk Linggau,"Jl. Yos Sudarso No. 159 Lubuk Linggau, Sumatera Selatan"
Muara Enim,Sumatera Selatan,KCP Muara Enim,"Jl. Jend. Sudirman No. 79 A Muara Enim, Sumatera Selatan"
Muara Enim,Sumatera Selatan,KK LPO Gelumbang,"Jl.Raya Gelumbang No. 24 Gelumbang, Muara Enim 31171"
Muara Enim,Sumatera Selatan,KK LPO Pendopo,"Jl. Cemara No.81-C Pendopo, Talang Ubi, Muara Enim 31200"
Muara Enim,Sumatera Selatan,Kantor Layanan Setara KK Muara Enim,"Jl. Jenderal Sudirman No.99 Muara Enim, Sumatera Selatan"
Musi Banyuasin,Sumatera Selatan,KK LPO Sekayu,"Jl. Merdeka No.249 Sekayu, kab. Musi Banyuasin"
Ogan Ilir,Sumatera Selatan,KK LPO Tanjung Raja,"Jl. Merdeka No.136 Tanjung Raja, kab. Ogan Ilir 30661"
OKI,Sumatera Selatan,KK LPO Kayu Agung,"Jl. Kantor Pos No.22 Kayu Agung, Ogan Komering Ilir 30614"
OKU Timur,Sumatera Selatan,KK LPO Belitang,"Jl. Sudirman No.32 Belitang 32382, OKU Timur"
Pagar Alam,Sumatera Selatan,KK LPO Pagar Alam,Jl. Kapten Sanap No.37 Pagar Alam 31500
Palembang,Sumatera Selatan,KC Palembang,"Jl. Jend. Sudirman Km. 4,5 No. 125, Palembang 30128"
Palembang,Sumatera Selatan,KCP Ilir Barat,"Jln. Radial No. 1, Kel. 24 Ilir, Ilir Barat II Palembang"
Palembang,Sumatera Selatan,KCP Sako Kenten,Komp. Terminal Multi Wahana Ruko No. 2 Sako Kenten Palembang 30163
Palembang,Sumatera Selatan,KK Alang Alang Lebar,"Komplek Ruko Tanah Mas Jl. Raya Palembang – Betung Km. 13 Alang Alang Lebar, Palembang"
Palembang,Sumatera Selatan,KK Angkatan 45,Jln. Angkatan 45 No. 12 Palembang
Palembang,Sumatera Selatan,KK Bandara Mas,Komp. Ruko Bandara Mas No. 126 Jln. Kol. H. Burlian Km. 9 Palembang
Palembang,Sumatera Selatan,KK Bukit Besar,Jl. Jaksa Agung R Suprapto No. 1383 A Kec. Ilir Barat – Palembang
Palembang,Sumatera Selatan,KK Dempo,"Jln. Letkol. Iskandar No. 452C Kel. 15 Ilir, Kec. Ilir Timur 1 Palembang"
Palembang,Sumatera Selatan,KK Kenten,Ruko Prabu Indah Blok. A/7 Jl. MP. Mangkunegara Kenten – Palembang
Palembang,Sumatera Selatan,KK Lemabang,Jln. Marthadinata No. 32 Kec. Ilir Timur II Palembang
Palembang,Sumatera Selatan,KK LPO Kapten A. Rivai,Jl. Kapten A.Rivai No.63 Palembang 30135
Palembang,Sumatera Selatan,KK LPO Palembang,Jl. Merdeka No. 3 Palembang
Palembang,Sumatera Selatan,KK LPO Sukarami,Jl. Perindustrian KM.9 Palembang 30152
Palembang,Sumatera Selatan,KK Plaju,Komp. Perum & Ruko Bumi Patra Sriwijaya Blok A-07 Jln. Jend. Ahmad Yani Kel. Tangga Takat Seb Ulu II Palembang
Palembang,Sumatera Selatan,KCS Palembang,"Jl. Veteran No. 325 – 329, Palembang 30114"
Palembang,Sumatera Selatan,KLS KC Palembang,"Jl. Jend. Sudirman Km. 4,5 No. 125 Palembang 30128 "
Prabumulih,Sumatera Selatan,KK LPO Prabumulih,"Jl. Urip Sumoharjo No.821, Prabumulih"
Balige,Sumatera Utara,KK LPO Balige,Jl. D.I. Panjaitan No.4 Balige – 22300
Berastagi,Sumatera Utara,KK LPO Berastagi,Jl. Veteran No. 4 Berastagi 22156 
Binjai,Sumatera Utara,KK Binjai,Jl. Jendral Sudirman No. 421 Binjai
Binjai,Sumatera Utara,KK LPO BINJAI,Jl. Sutomo No.25 Binjai 20700 
Deli Serdang,Sumatera Utara,KK LPO Berastagi,Jl. Veteran No. 4 Berastagi 22156 
Gunungsitoli,Sumatera Utara,KK LPO Berastagi,Jl. Veteran No. 4 Berastagi 22156 
Kisaran,Sumatera Utara,KK LPO Kisaran,Jl. Pahlawan No. 02 Kisaran – 21222
Kota Pinang,Sumatera Utara,KK LPO Kota Pinang,"Jl. H.M.Yamin SH. No.2 Kota Pinang, Labugan Batu Selatan 21464 "
Langkat,Sumatera Utara,KK LPO Pangkalan Brandan,Jl. Kartini No.3 Pangkalan Brandan 20857 
Langkat,Sumatera Utara,KK LPO Stabat,"Jl. Palang Merah No.1 Stabat, kab. Langkat 20811"
Medan,Sumatera Utara,KC Medan,Jl. Pemuda No. 10A Medan 20151
Medan,Sumatera Utara,KCP Helvetia,"Jl. Mawar Raya No. 143 A, Perumnas Helvetia, Medan 20124"
Medan,Sumatera Utara,KCP Iskandar Muda,"Jl. Iskandar Muda No : 39 F Medan Baru, Medan 20154 "
Medan,Sumatera Utara,KCP Johor,"Jl. Jendral Besar A.H. Nasution No. A 9, Kel. Pangkalan Mansyur, Kec. Medan-Johor , Medan"
Medan,Sumatera Utara,KCP M. Yamin,"JL. H.M Yamin, S.H No.398 A/564, Medan 20111"
Medan,Sumatera Utara,KCP Medan Mall / Pusat Pasar,Jl. Pusat pasar No. 357/3A Medan 20212
Medan,Sumatera Utara,KCP Pusat Pasar,Jl. Pusat Pasar No. 357 / 3A Medan 20212
Medan,Sumatera Utara,KCP Setiabudi,Komp. Pertokoan Setiabudi Bisnis Center Jln. Setiabudi No. 244 Medan 20132 
Medan,Sumatera Utara,KCP Simalingkar,"Jl. Karet Raya Blok C No. 59-61, Perumnas Simalingkar, Medan 20141"
Medan,Sumatera Utara,KK Asia,Jl. Asia No. 167 B Medan
Medan,Sumatera Utara,KK Belawan,Jl. Sumatera No. 80 Belawan – Medan
Medan,Sumatera Utara,KK Denai,"Jln. Panglima Denai No. 32A Kel. Tegalsari III, Kec. Medan Area Medan"
Medan,Sumatera Utara,KK Kampung Lalang,"Jln. Jend. Gatot Subroto Komp. Makro Business Center No. 4A Kel. Lalang, Kec. Medan Sungai Medan 20127"
Medan,Sumatera Utara,KK Krakatau,"Jln. Gunung Krakatau No. 160A Kel. Glugur Darat I Kec. Medan Timur Medan 20239, Medan"
Medan,Sumatera Utara,KK LPO Belawan,"Jl. Kapten R. Sulian No. 173 Belawan 20400 , Medan"
Medan,Sumatera Utara,KK LPO Kampung Baru,Jl. Alfalah No.25 Medan 20146
Medan,Sumatera Utara,KK LPO Medan,Jl. Pos No.1 Medan – 20000
Medan,Sumatera Utara,KK LPO Medan Baru,Jl. Iskandar Muda No.77 Medan 20154 A
Medan,Sumatera Utara,KK LPO Medan Helvetia,Jl. Tanjung Raya No.40 Medan Helvetia 20124 
Medan,Sumatera Utara,KK LPO Medan Sei Sikambing,"Jl. Gatot Subroto No.158 Km.5,5 Medan Sei Sikambing 20123 , Medan"
Medan,Sumatera Utara,KK LPO Pulau Brayan,Jl. Budi Kemuliaan No.1 Medan 20116
Medan,Sumatera Utara,KK LPO USU,Jl.Universitas No.50 Kampus USU Medan 20155
Medan,Sumatera Utara,KK Marelan,"Jln. Marelan Raya No. 287 F Kel. Rengas Pulau, Kec. Medan Marelan Medan 20255"
Medan,Sumatera Utara,KK Petisah,"Jln. Jend. Gatot Subroto No. 111 Kel. Petisah Tengah, Kec. Medan Petisah Medan 20112"
Medan,Sumatera Utara,KK Pulo Brayan,"Jl. Kol. Yos Soedarso No. 33 A / 197 A Kel Pulo Brayan Kota , Kec. Medan Barat – Medan Sumut"
Medan,Sumatera Utara,KK Simpang Limun,Jln. Sakti Lubis No. 50 Kec. Medan Amplas Medan
Medan,Sumatera Utara,KK Universitas Sumatera Utara,Jln. Universitas No. 46 Pintu 1 Kampus USU Kec. Medan Baru Medan
Medan,Sumatera Utara,KK Utama,"Jln. Utama No. 9 Kel. Kota Matsum III, Kec. Medan Kota Medan 20215"
Medan,Sumatera Utara,KCS Medan,Jl. Juanda No. 48 Medan 20157 
Medan,Sumatera Utara,KLS KC Medan,Jl. Pemuda No. 10A Medan 20151
Medan,Sumatera Utara,KLS Pusat Pasar,Jl. Pusat pasar No. 357/3A Medan 20212
Padang Sidempuan,Sumatera Utara,KK LPO Padang Sidempuan,Jl. Merdeka No.05 Padang Sidempuan – 22700
Pandan,Sumatera Utara,KK LPO Pandan,"Jl.Balam No.12 Pandan, kab. Tapanuli Tengah 22615"
Panyambungan,Sumatera Utara,KK LPO Pangkalan Brandan,Jl. Kartini No.3 Pangkalan Brandan 20857 
Panyambungan,Sumatera Utara,KK LPO Stabat,"Jl. Palang Merah No.1 Stabat, kab. Langkat 20811"
Pematangsiantar,Sumatera Utara,KCP Pematang Siantar,Jl. Sutomo No. 14 Komp. SBC Pematang Siantar – 21132
Pematangsiantar,Sumatera Utara,KK LPO Pematangsiantar,Jl. Sutomo No.02 Pematang Siantar – 21117
Tantau Prapat,Sumatera Utara,KK LPO Rantau Prapat,Jl. W.R. Supratman No. 51 Rantau Prapat – 21411
Sibolga,Sumatera Utara,KCP Sibolga,"Jl. M. Sutoyo No. 49, Kel. Pasar Baru, Kec. Sibolga Kota, Sibolga – Sumatera Utara"
Sibolga,Sumatera Utara,KK LPO Sibolga,Jl. F.L. Tobing No.40 Sibolga – 22500 
Simalungun,Sumatera Utara,KK LPO Parapat,Jl.Sisingamangaraja No.75 Parapat 21174
Simalungun,Sumatera Utara,KK LPO Perdagangan,"Jl.Sisingamangaraja No.463 Perdagangan, kab. Simalungun 21184"
Tanjungbalai,Sumatera Utara,KK LPO Tanjung Balai,Jl. Jend.Sudirman No. 11 Tanjung Balai – 21311
Tarutung,Sumatera Utara,KK LPO Tarutung,"Jl.Sisingamangaraja No.200 Tarutung, kab. Tapanuli Utara 22411"
Tebing Tinggi,Sumatera Utara,KCP Tebing Tinggi,"Jl. Jend Sudirman No. 242 A, Tebing Tinggi – Sumatera Utara "
Tebing Tinggi,Sumatera Utara,KK LPO Tebing Tinggi,Jl. Dr. Sutomo No.36 Tebing Tinggi – 20632
Benua Landjak,Kalimantan Barat,KK Lanjak,"Jl. Raya Lanjak , Lanjak, Kalimantan Barat"
Kubu Raya,Kalimantan Barat,KK Padang Tikar,"Jl. Baburajak Timur no. 35 , PADANG TIKAR, Batu Ampar, kab. Kubu Raya, Kalimantan Barat"
Kubu Raya,Kalimantan Barat,KK Teluk Pakedai,"Jl. Parit Tuan-tuan No 30 , Teluk Pakedai, Kab. Kubu Raya, Kalimantan Barat"
Kubu Raya,Kalimantan Barat,KK Terentang,"Jl. Pelangi no. 19 , Terentang, Kab. Kubu Raya, Kalimantan Barat"
Landak,Kalimantan Barat,KK Darit,"Jl. Pramuka No 08 Darit , kec. Menyuke, Kab. Landak, Kalimantan Barat"
Landak,Kalimantan Barat,KK Menjalin,"Jl. Raya Menjalin Hulu , Menjalin, kab. Landak, Kalimantan Barat"
Landak,Kalimantan Barat,KK LPO Ngabang,"Jl. Pasar lama No.34 Ngabang 78357, Kalimantan Barat"
Mempawah,Kalimantan Barat,KK LPO Mempawah,"Jl. Gusti Muhamad Taufik No.59 Mempawah 78912, Kalimantan Barat"
Ngabang,Kalimantan Barat,KK LPO Ngabang,"Jl. Pasar lama No.34 Ngabang 78357, Kalimantan Barat"
Pontianak,Kalimantan Barat,KC Pontianak,"Jl. Imam Bonjol No. 29 Pontianak 78122 , Pontianak"
Pontianak,Kalimantan Barat,KCP Jeruju,"Jl. Kom. Yos Sudarso No. 10, Jeruju – Pontianak 78113 , Pontianak"
Pontianak,Kalimantan Barat,KK LPO Pontianak,"Jl. St. A. Rahman No.49 Pontianak 78116, Pontianak"
Pontianak,Kalimantan Barat,KK Sungai Jawi Dalem,"Komplek Ruko No. 9 D Jl. Dr. Wahidin Sudiro Husodo – Pontianak , Pontianak"
Pontianak,Kalimantan Barat,KK Sungai Jawi Dalem,"Komplek Ruko No. 9 D Jl. Dr. Wahidin Sudiro Husodo – Pontianak , Pontianak"
Pontianak,Kalimantan Barat,KK Tanjung Hulu,"Komplek Ruko Karya Bakti No. E. 88 Jl. Yan Sabran, Kel. Tanjung Hulu – Pontianak , Pontianak"
Pontianak,Kalimantan Barat,KK Toho,"Jl. Raya Toho , Toho, Pontianak"
Putussibau,Kalimantan Barat,KK LPO Putussibau,"Jl. D.I.Panjaitan No.22 Putussibau, Kalimantan Barat"
Sambas,Kalimantan Barat,KK LPO Tebas,"Jl. Raya Tebas No.143 Tebas 79161, Kalimantan Barat"
Sambas,Kalimantan Barat,KK LPO Sambas,"Jl. Gusti Hamzah No.53 Sambas 79411, Kalimantan Barat"
Sambas,Kalimantan Barat,KK LPO Pemangkas,"Jl. Uray Bawadi No.14 Pemangkat 79453, Kalimantan Barat"
Sambas,Kalimantan Barat,KK Paloh,"Jl.Raya Liku No 34 , Paloh, Sambas, Kalimantan Barat"
Sanggau,Kalimantan Barat,KK LPO Balai Karangan,"Jl. Al Gumis No.33 Balai Karangan, Sanggau, Kalimantan Barat"
Sanggau,Kalimantan Barat,KK LPO Sanggau,"Jl. H Agus Salim No.42 Sanggau 78500 , Kalimantan Barat"
Sekadau,Kalimantan Barat,KK LPO Sekadau,"Jl. Merdeka Barat No.116 Sekadau 79582, Kalimantan Barat"
Singkawang,Kalimantan Barat,KK LPO Singkawang,"Jl. Pemuda No. 107 Singkawang 79111, Kalimantan Barat"
Sintang,Kalimantan Barat,KK LPO Sintang,"Jl. S. Parman No. 90 Sintang , Kalimantan Barat"
Banjarbaru,Kalimantan Selatan,KCP Banjarbaru,"Jl. Ahmad Yani Km 34,800 Rt 01 Rw 01 Banjarbaru 70711"
Banjarbaru,Kalimantan Selatan,KK Landasan Ulin,"Jl. A.Yani Km 23 Banjar Baru, Kalimantan Selatan"
Banjarbaru,Kalimantan Selatan,KK LPO Banjarbaru,Jl. Panglima Batur Timur No.25 Banjarbaru
Banjarbaru,Kalimantan Selatan,KK LPO Landasan Ulin Tengah,"Jl. Jend .A.Yani KM 23,5 Landasan Ulin Banjarbaru"
Banjarbaru,Kalimantan Selatan,KK Sultan Adam,"Jl. Raya Sultam Adam Banjar Baru, Kalimantan Selatan"
Banjarbaru,Kalimantan Selatan,KLS Banjarbaru,"Jl. A. Yani Timur Km 34.800 Rt/Rw 01/01 Kel. Banjarbaru Kota, Banjarbaru 70711"
Banjarmasin,Kalimantan Selatan,KC Banjarmasin,Jl. R.E. Martadinata No. 4 Banjarmasin 70111
Banjarmasin,Kalimantan Selatan,KCP Kayutangi,Jl. Brigjen. H. Hasan Basri C1 Kel. Pangeran Banjarmasin 70124
Banjarmasin,Kalimantan Selatan,KK A. Yani,Komp. Pertokoan Mitra No. 7 Jl. Jend. Ahmad Yani Km. 2 Banjarmasin – Kalimantan Selatan
Banjarmasin,Kalimantan Selatan,KK Banjarmasin HKSN,"Jl HKSN Kuin Utara , Banjarmasin"
Banjarmasin,Kalimantan Selatan,KK LPO Banjarmasin,Jl. Lambung mangkurat No.19 Banjarmasin
Banjarmasin,Kalimantan Selatan,KK Sungai Andai,"Jln. Padat Karya No. 5 Kel. Sungai Andai, Kec. Banjarmasin Utara Banjarmasin 70121"
Banjarmasin,Kalimantan Selatan,KK Veteran,"Jln. Veteran No. 184 Kel. Melayu, Kec. Banjarmasin Timur Banjarmasin 70232"
Banjarmasin,Kalimantan Selatan,KCS Banjarmasin,Jl. Jend. A. Yani Km. 5 Komplek Kencana No. 1 Banjarmasin 70249
Banjarmasin,Kalimantan Selatan,KLS KC Banjarmasin,Jl. R.E. Martadinata No. 4 Banjarmasin 70111
Batulicin,Kalimantan Selatan,KCP Batulicin,"Jl. Kampung Baru No. 12 Batu Licin, Tanah Bumbu"
Batulicin,Kalimantan Selatan,KK LPO Batulicin,Jl. Transmigrasi Rt.32 No.80 Kampung Baru Batulicin 72171
Kotabaru,Kalimantan Selatan,KK LPO Kotabaru,Jl. P. Kusuma Negara No.6 Kota Baru
Martapura,Kalimantan Selatan,KK Martapura,"Jl. A. Yani Km. 37,5 Martapura, Kab. Banjar,  Kalimantan Selatan 70613"
Padang Batung,Kalimantan Selatan,Kantor KPC Padang Batung,"Jl.H.Hasan Basri No.37 , Padang Batung, kab. Hulu Sungai Selatan, Kalimantan Selatan"
Paringin,Kalimantan Selatan,KK LPO Paringin,Jl. A.Yani No.04 Paringin Kabupaten Balangan 71600
Tabalong,Kalimantan Selatan,KCP Tanjung,"Jl. Ir. Pangeran H. Muhammad Noor No, 1-2, Ds. Pembatasan Kec. Murung Kuda , Kab. Tabalong – Kalimantan Selatan"
Barito Timur,Kalimantan Tengah,KK LPO Tamiyang Layang,"Jl. A Yani No.24 Tamiang Layang 73600, Kalimantan Tengah"
Buntok,Kalimantan Tengah,KK LPO BUNTOK,"Jl. Uria Hapas, Buntok, Barito Selatan 73700 Kalimantan Tengah"
Muara Teweh,Kalimantan Tengah,KK LPO MUARA TEWEH,"Jl. Suropati No.11 Muara teweh 73811, Kalimantan Tengah"
Nangabulik,Kalimantan Tengah,KK LPO NANGABULIK,"Jl. JC Rangkap Nangabulik 74162, Kalimantan Tengah"
Palangkaraya,Kalimantan Tengah,KC Palangkaraya,"Jl. Diponegoro No.23 Palangkaraya , Palangkaraya"
Palangkaraya,Kalimantan Tengah,KK A.Yani,"Ruko Kav.02 Jl.A.Yani No.08 Palangkaraya 73111, Palangkaraya"
Palangkaraya,Kalimantan Tengah,KK LPO Palangkaraya,"Jl.Imam Bonjol No.03 Palangkaraya 73111, Palangkaraya"
Palangkaraya,Kalimantan Tengah,KK Rajawali,"Jl. Rajawali No. 11 Palangka Raya – Kalteng , Palangkaraya"
Pangkalan Bun,Kalimantan Tengah,KK LPO Pangkalan Bun,"Jl. Sultan Syahrir No.26 Pangkalan Bun 74100, Kalimantan Tengah"
Sampit,Kalimantan Tengah,KCP SAMPIT,"Jl. MT. Haryono No. 60 D – Sampit 75328 , Kalimantan Tengah"
Sukamara,Kalimantan Tengah,KK LPO Sukamara,"Jl. Cilik Riwut No. 57 Sukamara 74172, Kalimantan Tengah"
Balikpapan,Kalimantan Timur,KC Balikpapan,"Jl. Jend. Sudirman No. 141 , Balikpapan"
Balikpapan,Kalimantan Timur,KCP Batu Ampar,"Jl. Jend. A. Yani No. 16, Karang Jati, Balikpapan 76123"
Balikpapan,Kalimantan Timur,KK Balikpapan Baru,Jl. MT Haryono Balikpapan
Balikpapan,Kalimantan Timur,KK Baru Ujung,"Kampungbaru Ujung , Baru Ujung, Balikpapan"
Balikpapan,Kalimantan Timur,KK Gunung Guntur,"Jl.P.Antarasi RT.07 No.54 , GUNUNG GUNTUR, Kota Balikpapan, Kalimantan Timur – 76122 "
Balikpapan,Kalimantan Timur,KK Karang Joang,"Jl.Soekarno Hatta Km.13 , KARANG JOANG, Balikpapan Utara"
Balikpapan,Kalimantan Timur,KK LPO Balikpapan,"Jl. Jend Sudiman No. 31 Kel. Klandasan Ilir, Balikpapan"
Balikpapan,Kalimantan Timur,KK LPO BPP.Permai,"Komp.Balikpapan permai F2 No.18 Jl. Jend. Sudirman 76111, Balikpapan"
Balikpapan,Kalimantan Timur,KK LPO Manggar Kalimantan,Jl. Mulawarman Manggar Balikpapan 76116
Balikpapan,Kalimantan Timur,KK Muara Rapak,"Jl.soekarno Hatta Km.1 RT.19 , Muara Rapak, Balikpapan"
Balikpapan,Kalimantan Timur,KK Sepinggan,Jl. Marsma Iswahyudi No. 488B Balikpapan
Balikpapan,Kalimantan Timur,KCS Balikpapan,"Jl. Letjend Suprato No 18, Balikpapan"
Bontang,Kalimantan Timur,KCP Bontang,"Jl. Brigjen Katamso No. 8 Bontang , Kaltim – 75313"
Bontang,Kalimantan Timur,KK LPO Bontang,Jl. MT. Haryono No.03 Bontang 75311
Paser,Kalimantan Timur,KK Muara Komam,"Jl.Negara Km.17 RT.6 No.50 , Muara Komam, Paser, Kalimantan Timur"
Samarinda,Kalimantan Timur,KC Samarinda,"Jl. RE. Martadinata No. 01 Samarinda 75127 , Samarinda"
Samarinda,Kalimantan Timur,KCP Mall Lembuswana,"Komp. Mall Lembuswana, Blok. C.11 Jl. S.Parman,Samarinda , Samarinda"
Samarinda,Kalimantan Timur,KK LPO Loa Janan,"Jl. Soekarno Hatta Loa Janan Samarinda 75391, Samarinda"
Samarinda,Kalimantan Timur,KK LPO Palaran,Jl. S Parman Rawa Makmur Palaran Samarinda 75243
Samarinda,Kalimantan Timur,KK LPO Samarinda,Jl. Gajah Mada No. 15 Samarinda 75121
Samarinda,Kalimantan Timur,KK LPO Samarinda Temindung,Jl. Lambung Mangkurat No.71 Samarinda 75117
Samarinda,Kalimantan Timur,KK Samarinda Seberang,"Jl. Bung Tomo No. 57 D Samarinda Seberang , Samarinda"
Tanjung Redep,Kalimantan Timur,KK LPO Tanjung Redep,Jl. Pemuda No.354 Tanjung Redeb 77311
Tenggarong,Kalimantan Timur,KK LPO Tenggarong,"Jl. Ahmad Yani No.05 Tenggarong 75512, Samarinda"
Tenggarong,Kalimantan Timur,KK Tenggarong Seberang,"Jl.Mulawarman No.25 Kec.Tenggarong Seberang, Kutai Kartanegara"
Nunukan,Kalimantan Utara,KK LPO Nunukan,Jl.Pelabuhan Lama Nunukan 77482
Tanjung Selor,Kalimantan Utara,KK LPO Tanjung Selor,Jl Skip II Tanjung Selor 73400
Tarakan,Kalimantan Utara,KCP Tarakan,Jl. Yos Sudarso No. 6 Tarakan 77113 Kalimantan Utara
Tarakan,Kalimantan Utara,KK LPO Tarakan,Jl. Jend Sudirman No.12 Tarakan 77111
Gorontalo,Gorontalo,KC Gorontalo,"Jl. Prof. HB. Yasin No. 55, Kel Limba U2, Kota Selatan – Gorontalo"
Gorontalo,Gorontalo,KK LPO Gorontalo,Jl. Ahmad Yani No.16 Gorontalo
Gorontalo,Gorontalo,KK Palma,"Jl. Palma No. 341, Kec. Kota Barat – Gorontalo 96138"
Mamuju,Sulawesi Barat,KCP Mamuju,"Jl. KS Tubun No. 27 Mamuju, Sulawesi Barat"
Barru,Sulawesi Selatan,KK LPO BARRU,Jl. Hasanuddin No.7 Barru 90711
Bulukumba,Sulawesi Selatan,KCP Bulukumba,Jln. Dr. Sam Ratulangi Ruko No. 10 Bulukumba
Enrekang,Sulawesi Selatan,KK LPO ENREKANG,Jl. Iman Bonjol No.16 Enrekang 91700
Jeneponto,Sulawesi Selatan,KK LPO JENEPONTO,Jl.Pasewang 44 Jeneponto 97800
Makassar,Sulawesi Selatan,KC Makassar,Jl. Kajaolalido No. 4 Makassar 90111 
Makassar,Sulawesi Selatan,KCP Antang,Jl. Antang Raya No. 4 Makassar 90235 
Makassar,Sulawesi Selatan,KCP Makassar panakukkang,Jl. Boulevard Ruko Jasper II No. 41 Panakukang – Makassar 90222
Makassar,Sulawesi Selatan,KCP Panakukang,Jl. Hertasning Blok I No. 2 Makassar 90222
Makassar,Sulawesi Selatan,KCP RSUP Wahidin,Komp. RSUP Dr. Wahidin Jl. Perintis Kemerdekaan Km. 10 Makassar 90246
Makassar,Sulawesi Selatan,KCP Sultan Alauddin,"Jl. Sultan Alauddin No.206 C, Makassar 90221 , Makassar"
Makassar,Sulawesi Selatan,KCP Tamalanrea,"Komplek Bumi Tamalanrea Permai Jl. Tamalanrea Raya No. 28 -30 Makassar 90245 , Makassar"
Makassar,Sulawesi Selatan,KK Bukit Baruga,"Ruko Malino 2 C 26 Kawasan Bukit Baruga – Antang , Makassar"
Makassar,Sulawesi Selatan,KK Cendrawasih,"Jl. Cendrawasih No. 121 Makassar , Makassar"
Makassar,Sulawesi Selatan,KK Daeng Sirua,Jln. Abd. Daeng Sirua No. 188 Makassar
Makassar,Sulawesi Selatan,KK DEANG SIRUA,"Jl. Abd. Daeng Sirua No. 188 , Makassar"
Makassar,Sulawesi Selatan,KK Kima,Jl. Kima Raya II No. 31 Komp. Kawasan Industri Makassar
Makassar,Sulawesi Selatan,KK Kumala,Jl. Daeng Tata No. 63 A Makassar
Makassar,Sulawesi Selatan,KK LPO Makassar,Jl. Slamet Riyadi No.10 Makassar
Makassar,Sulawesi Selatan,KK LPO Mandai,Jl. Pettarani Makassar 90000
Makassar,Sulawesi Selatan,KK LPO Pettarani,Jl. AP.Pettrarani Makassar 90222
Makassar,Sulawesi Selatan,KK LPO Sungguminasa,"Jl. Malombassang No.91 , Makassar"
Makassar,Sulawesi Selatan,KK LPO Ujung Pandang Mamajang,"Jl. Onta Baru Ujung Pandang 90134 , Makassar"
Makassar,Sulawesi Selatan,KK Maccini,Jl. Urip Sumoharjo No. 16 B Makassar
Makassar,Sulawesi Selatan,KK Pasar Butung,Jln. Tentara Pelajar No. 2A Makassar
Makassar,Sulawesi Selatan,KK Pasar Sentral,Jl. Andalas No. 176 A Makassar
Makassar,Sulawesi Selatan,KK Rappocini,Jln. Veteran Selatan No. 219 B Makassar
Makassar,Sulawesi Selatan,KK Sudiang,"Ruko No. 5 Jl. Perintis Kemerdekaan KM, 18-19 Sudiang , Makassar"
Makassar,Sulawesi Selatan,KK Sultan Hasanuddin,Jln. Sultan Hasanuddin No. 1 Makassar
Makassar,Sulawesi Selatan,Payment Point BP2IP Barombong,"Jln. Permandian Alam No. 1 Makassar Komplek BP2IP Barombong, Makassar"
Makassar,Sulawesi Selatan,Payment Point PCC Dr. Wahidin Sudirohusodo,"Komplek RS. Private Care Center Dr. Wahidin Sudirohusodo Jln. Perintis Kemerdekaan Makassar, Makassar"
Makassar,Sulawesi Selatan,Payment Point Unhas,"Kampus Universitas Hasanuddin Jln. Perintis Kemerdekaan No. 10 Makassar, Makassar"
Makassar,Sulawesi Selatan,KCS Makassar,"Jl. Slamet Riyadi No. 7 A Kel. Bulogading, Kec. Ujung pandang 90111 , Makassar"
Makassar,Sulawesi Selatan,KCPS MAKASSAR PANAKUKKANG,Jl. Boulevard Ruko Jasper II No. 41 Panakukang – Makassar 90222
Makassar,Sulawesi Selatan,KLS KC MAKASSAR,"Jl. Kajaolalido No. 4 Makassar 90111 , Makassar"
Makassar,Sulawesi Selatan,KLS RSUP WAHIDIN,"Komp. RSUP Dr. Wahidin, Jl. Perintis Kemerdekaan Km. 10 Makassar 90246"
Maros,Sulawesi Selatan,KCP Maros,Komp Ruko Anjali No. 9-10 Jl. Jend Sudirman – Maros Sulawesi Selatan 90511 
Maros,Sulawesi Selatan,KK LPO MAROS,Jl. Abbas Dg Siallu No. 2 Maros 90500 
Palopo,Sulawesi Selatan,KCP Palopo,"Jl. Mangga – Pasar Sentral Palopo, Palopo 91922"
Palopo,Sulawesi Selatan,KK LPO PALOPO,Jl. A.Yani No.15 Palopo
Pangkep,Sulawesi Selatan,KK LPO PANGKAJENE,"Jl. Hasanudin 39 Pangkajene 90600, Makassar"
Pangkep,Sulawesi Selatan,KK LPO BUNGORO,Jl.Terawang No.1 Komp.Tonasa II Bungoro 90651
Parepare,Sulawesi Selatan,KCP Pare-Pare,Jl. Adi Makkasau No 115-117 Pare-Pare
Parepare,Sulawesi Selatan,KK LPO PARE-PARE,Jl. Karaengburane No.1 Pare-pare
Parepare,Sulawesi Selatan,KLS PARE PARE,Jl. Andi Isa No. 1 Pare-pare Sulawesi Selatan
Parepare,Sulawesi Selatan,KLS pare-pare,Jl. Adi Makkasau No 115-117 Pare-Pare 
Pinrang,Sulawesi Selatan,KK LPO PINRANG,Jl. Dr. Sutomo No.4 Pinrang 91200
Rantepao,Sulawesi Selatan,KK LPO RANTEPAO,Jl. Ahmad Yani No.111 Rantepao 91890
Sungguminasa,Sulawesi Selatan,KCP Sungguminasa,"Jl. Andi Mallombassang No. 71 Sungguminasa, Kab. Gowa"
Sungguminasa,Sulawesi Selatan,Payment Point RSUD Gowa,"Jln. Mesjid Raya No. 30 Sungguminasa, Gowa"
Takalar,Sulawesi Selatan,KK LPO TAKALAR,Jl. Kemakmuran Takalar 92200
