City,Provinsi,Cabang,Alamat,lat,lon
Depok,Jawa Barat,KK Sawangan,"Perumahan Depok Maharaja Blok A1 No. 14, Komplek Ruko Depok Town Center. Depok, 16435",-6.3952454,106.79174
Depok,Jawa Barat,KK Universitas Indonesia,"Gd. Engineering Ctr, Fakultas Tehnik UI – Lt Dasar, Kampus Baru UI. Depok, 16424",-6.3620733,106.8224685
Depok,Jawa Barat,KCP Kelapa Dua,"Rukan Golden Stik, Jln. Akses UI No. 26 Kelapa Dua, Cimanggis. Depok, 16451",-6.3552067,106.8374627
Depok,Jawa Barat,KCP Nusantara,"Jln. Nusantara Raya No. 15. Depok, 16432",-6.3903474,106.8120771
Depok,Jawa Barat,KCP Proklamasi Depok,"Jl.Proklamasi RT 04/021 Kel.Mekarjaya, Kec.Sukmajaya. Depok, 16417",-6.3929196,106.839834
Depok,Jawa Barat,KCP Margo City,"Margo City Unit GF 11, Jln. Margonda Raya No. 358. Depok , 16423",-6.3734326,106.8332416
Garut,Jawa Barat,KCU GARUT,"Jln. Ciledug 162, Garut 44112",-7.2238483,107.9041352
Garut,Jawa Barat,KCP A. Yani,"Jln. Ahmad Yani 165, Garut 44112",-7.215976,107.9084947
Indramayu,Jawa Barat,KCP Indramayu,"Jln. D.I. Panjaitan No. 69, Indramayu 45252",-6.3349553,108.3297657
Indramayu,Jawa Barat,KCP Jatibarang,"Jln. Mayor Dasuki 93, Jatibarang, Indramayu 45273",-6.4672449,108.2990252
Karawang,Jawa Barat,KCP Karawang,"Jln. Panatayuda 1 No. 37, Karawang 41312",-6.3073824,107.3037359
Karawang,Jawa Barat,KCP Cikampek,"Jln. A. Yani 53, Karawang 41373",0,0
Karawang,Jawa Barat,KCP Karawang Tuparev,"Jln. Tuparev No. 356, Karawang 41314",0,0
Karawang,Jawa Barat,KCP Rengasdengklok,"Jln. Raya Rengasdengklok No. 271 RT. 007 RW. 30, Karawang 41352",-6.1608382,107.2961945
Karawang,Jawa Barat,KK Kantor Kas Resinda,"Perumahan Karawang Resinda Blok TA 5 No.01 dan 02 Telukjambe Karawang, Karawang 41361",0,0
Kuningan,Jawa Barat,KCP Kuningan Cirebon,"Jln. Siliwangi 95,Kuningan 45124",-6.9796072,108.4781125
Majalengka,Jawa Barat,KCP Jatiwangi,"Jln. Jend. A. Yani 224, Jatiwangi, Majalengka 45454",-6.7345153,108.2567884
Purwakarta,Jawa Barat,KCU PURWAKARTA,"Jln. Jend. Sudirman 85, Purwakarta 41114",0,0
Purwakarta,Jawa Barat,KCP Kota Bukit Indah,"Kawasan Kota Bukit Indah Kav.A II/29 No.RK 5, Purwakarta 41373",-6.4494147,107.4548837
Purwakarta,Jawa Barat,KK Kantor Kas Martadinata,"Jl.RE. Martadinata No.57, Purwakarta",-6.9086355,107.6218822
Subang,Jawa Barat,KCU SUBANG,"Jln. Otto Iskandardinata 37, Subang 41211",-6.5663464,107.761987
Subang,Jawa Barat,KCP Pamanukan,"Jln. Ion Martasasmita No. 37, Subang 41254",-6.2891637,107.8186039
Sukabumi,Jawa Barat,KCU SUKABUMI,"Jln. A. Yani 33-35, Sukabumi 43111",0,0
Sukabumi,Jawa Barat,KCP Cibadak,"Jln. Suryakencana No. 179 Blok A-2, Sukabumi 43155",0,0
Sukabumi,Jawa Barat,KCP Cicurug,"Jln. Siliwangi 155, Cicurug, Sukabumi 43359",-6.78757,106.777448
Sukabumi,Jawa Barat,KCP Kota Paris,"Pertokoan A. Yani Blok T-7 & T-8. Jln. Jend. A. Yani No. 327 (eks. Kodim Lama), Sukabumi 43112",0,0
Sukabumi,Jawa Barat,KCP Pelabuhan Ratu,"Jln. Siliwangi No. 2, Sukabumi 43164",0,0
Sukabumi,Jawa Barat,KCP Sukabumi Raya,"Komp. Sukabumi Raya, Jln. Tipar Gede 10-11 Ruko 1, Sukabumi 43141",-6.9250752,106.9256646
Sumedang,Jawa Barat,KCP Sumedang,"Jln. Mayor Abdurahman 181-183, Sumedang 45322",-6.8394042,107.9242588
Tasikmalaya,Jawa Barat,KCU TASIKMALAYA,"Jln. HZ Mustofa 300, Tasikmalaya 46124",-7.3385118,108.2152839
Tasikmalaya,Jawa Barat,KCP Ciawi,"Jln. Raya Ciawi 151, Tasikmalaya 46156",-7.1584467,108.1462693
Tasikmalaya,Jawa Barat,KCP Pasar Wetan,"Jln. Yudanegara No. 61 B & C, Tasikmalaya 46121",-7.3257472,108.2142744
Tasikmalaya,Jawa Barat,KCP Sutisna Senjaya,"Jln. Sutisna Senjaya 82, Tasikmalaya 46114",-7.328254,108.2272156
Ambarawa,Jawa Tengah,KCP Ambarawa,"Jln. Jend. Sudirman 144, Ambarawa 50612",-7.2581377,110.4032635
Banjarnegara,Jawa Tengah,KCP Banjarnegara,"Jln. Pemuda 58, Banjarnegara 53414",-7.3971611,109.6943188
Banyumas,Jawa Tengah,KCU PURWOKERTO,"Jln. Jend. Sudirman 391 A, Purwokerto 53116",-7.4257795,109.2325093
Banyumas,Jawa Tengah,KCP Pasar Wage,"Jl. Jend. Sudirman No. 719, Purwokerto 53111",0,0
Banyumas,Jawa Tengah,KCP Ajibarang,"Jln. Raya Pancasan No. 34, Ajibarang, Purwokerto 53163",-7.414584,109.0773902
Banyumas,Jawa Tengah,KK Sokaraja,"Jl.Jend.Sudirman 80, Sokaraja, Banyumas 53181",0,0
Batang,Jawa Tengah,KCP Batang,"Jln. Jend. Sudirman 165, Batang 51211",-6.9072035,109.7291826
Blora,Jawa Tengah,KCP Blora,"Jln. Pemuda 57, Blora 58211",-6.9701841,111.4182258
Boyolali,Jawa Tengah,KCP Boyolali,"Jl.Pandanaran 58 Rancah Wetan RT 01 / RW XI, Siswodipuran, Boyolali 57311",-7.5373854,110.6039909
Brebes,Jawa Tengah,KCP Brebes,"Jln. Diponegoro 296, Brebes 52212",0,0
Brebes,Jawa Tengah,KCP Bumiayu,"Jln. Kalierang, Ruko 3-5, Brebes 52273",-7.2548878,109.0047649
Brebes,Jawa Tengah,KCP Jatibarang,"Jln. Raya Jatibarang, Ruko 9, Brebes 52261",-6.9672449,109.0576314
Brebes,Jawa Tengah,KCP Ketanggungan Timur,"Jln. Diponegoro No. 141, Brebes 52263",0,0
Cilacap,Jawa Tengah,KCU CILACAP,"Jln. A. Yani 118, Cilacap 53212",-7.7302779,109.0078101
Cilacap,Jawa Tengah,KCP Kroya,"Jln. A. Yani No. 09 Kroya, Cilacap 53282",-7.6229461,109.2477463
Cilacap,Jawa Tengah,KCP Lomanis,"Jln. Jend. Gatot Subroto No. 54 Gunungsimping, Cilacap 53224",-7.7050689,109.0203414
Cilacap,Jawa Tengah,KCP Majenang,"Jln. Diponegoro 318, Majenang, Cilacap 53257",-7.2988246,108.7634773
Cilacap,Jawa Tengah,KCP Sidareja,"Jln. A. Yani 40, Sidareja, Cilacap 53261",-7.4865648,108.7895987
Demak,Jawa Tengah,KK Kantor Kas Demak,"Jl.Sultan Patah 16, Demak 59511",-6.893473,110.6375613
Grobogan,Jawa Tengah,KK Kantor Kas Godong,"Jl. A. Yani RT 006/RW 003 Kel Bugel, Kec Godong, Purwodadi 58162",-7.0203788,110.7635957
Grobogan,Jawa Tengah,KCU PURWODADI,"Jln. MT Haryono 2, Purwodadi 58111",-7.0829418,110.9127359
Jepara,Jawa Tengah,KCP Jepara,"Jln. Pemuda 28-32, Jepara 59411",-6.5957638,110.6668184
Karanganyar,Jawa Tengah,KCP Palur,"Jln. Raya Palur Km 5, Karanganyar 57771",0,0
Kebumen,Jawa Tengah,KCP Kebumen,"Jln. Kolonel Sugiono No. 12, Kebumen 54311",-7.671147,109.6557158
Kebumen,Jawa Tengah,KCP Gombong,"Jln. Yos Sudarso No. 406, Gombong, Kebumen 54421",-7.608245,109.5023533
Kendal,Jawa Tengah,KK Kantor Kas Kendal,"Jl.Soekarno Hatta 258, Kendal 51313",-6.9202313,110.1990744
Kendal,Jawa Tengah,KCP Weleri,"Jln. Terminal Colt 4, Weleri, Kendal 51355",-6.9732879,110.0687981
Klaten,Jawa Tengah,KK Kantor Kas Delanggu,"Jl.Raya Delanggu No.66 Delanggu, Klaten 57471",-7.6169023,110.6978606
Klaten,Jawa Tengah,KK Kantor Kas Pedan,"Jl.Raya Pedan-Karangdowo, Dk. Sobayan RT. 01/1, Pedan, Klaten 57468",-7.6987048,110.7069113
Klaten,Jawa Tengah,KCP Klaten,"Jln. Veteran No. 49, Klaten 57414",-7.6985276,110.6043761
Kudus,Jawa Tengah,KCU KUDUS,"Jln. A Yani 91, Kudus 59317",-6.8101557,110.8386424
Kudus,Jawa Tengah,KCP Pasar Kliwon,"Jl. Jend. Sudirman No. 128, Pasar Kliwon, Kudus 59311",-6.804017,110.8528179
Magelang,Jawa Tengah,KCU MAGELANG,"Jln. A. Yani 1, Magelang 56117",-7.4760144,110.2164018
Magelang,Jawa Tengah,KCP Tidar,"Komp. Pert.Rejotumoto A 8-10, Jln. Tidar, Magelang 56126",-7.485602,110.218129
Magelang,Jawa Tengah,KK Kantor Kas Grabag,"Jl.Sunan Geseng No.3 Dsn.Grabag,KecGrabag Kab.Magelang, Magelang 56196",-7.3723111,110.3231101
Muntilan,Jawa Tengah,KCP Muntilan,"Jln. Pemuda 1-2, Muntilan 56400",-7.5798201,110.2810373
Pati,Jawa Tengah,KCP Juwana,"Kompleks Pertokoan Plaza Juwana No. 14-16, Jln. P .Sudirman, Juwana, Pati 59185",-6.7193432,111.1437954
Pati,Jawa Tengah,KCP Pati,"Jln. Jend. Sudirman 74, Pati 59114",-6.7514028,111.0292418
Pekalongan,Jawa Tengah,KCU PEKALONGAN,"Jln. Diponegoro 27, Pekalongan 51116",-6.881978,109.6690326
Pekalongan,Jawa Tengah,KCP Kedungwuni,"Komp.Ruko Kw.Permai, Jln.Raya Kedungwuni Blok A 6, Pekalongan 51173",0,0
Pekalongan,Jawa Tengah,KCP Sultan Agung,"Jln. Sutan Agung No. 141, Pekalongan 51126",-6.8841185,109.6730782
Pekalongan,Jawa Tengah,KCP Wiradesa,"Komp. Ruko Wiradesa Indah, Jln. Raya Wiradesa 100F, Pekalongan 51152",-6.8918326,109.616301
Pemalang,Jawa Tengah,KCP Comal,"Grand Comal Residence Blok EA A19-20 Jl.Ahmad Yani, Pemalang 52363",-6.9107106,109.5310161
Pemalang,Jawa Tengah,KCP Pemalang,"Jln. Jend. Sudirman 6, Pemalang 52313",-6.8902081,109.3899557
Purbalingga,Jawa Tengah,KCP Purbalingga,"Jl. Jend. Sudirman No. 80, Purbalingga 53313",-7.3894197,109.3581709
Purworejo,Jawa Tengah,KCP Purworejo,"Jln. A. Yani No. 81, Purworejo 54111",0,0
Purworejo,Jawa Tengah,KCP Kutoarjo,"Jln. Diponegoro No. 93, Kutoarjo, Purworejo 54212",-7.722652,109.9095912
Rembang,Jawa Tengah,KCP Rembang,"Jl. Pemuda No. 3 C, Rembang 59217",-6.7122557,111.3402862
Salatiga,Jawa Tengah,KCU SALATIGA,"Jln. Diponegoro 15, Salatiga 50711",-7.3239618,110.5006608
Semarang,Jawa Tengah,KCP Banyumanik,"Ruko Srondol Square Blok 5 & 6, Jln. Setiabudi No. 147. Semarang, 50263",-7.0503045,110.4118645
Semarang,Jawa Tengah,KCU GANG TENGAH,"Jln Gang Tengah 88. Semarang, 50137",-6.9774075,110.4247308
Semarang,Jawa Tengah,KCP Gatot Subroto,"Kawasan Industri Candi Kompleks Ruko, Jl. Gatot Subroto Blok E-37 F dan E-37 G. Semarang, 50184",-6.9927484,110.3654468
Semarang,Jawa Tengah,KCP Grajen,"Jln. MT Haryono 337. Semarang, 50136",0,0
Semarang,Jawa Tengah,KCP Industri,"Jln. Industri II No. 14. Semarang, 50197",-6.9575708,110.4549524
Semarang,Jawa Tengah,KCP Kanjengan,"Jln. Kanjengan Blok A 24-25. Semarang, 50139",0,0
Semarang,Jawa Tengah,KK Undip,"Jl. Prof H. Sudarto, Tembalang Undip. Semarang, 50269",0,0
Semarang,Jawa Tengah,KCP Kedungmundu,"Jln. Kedungmundu No. 511 Blok I & J. Semarang, 50273",-7.0207884,110.4541363
Semarang,Jawa Tengah,KCP Majapahit,"Jln. Majapahit 112. Semarang, 50161",-6.9983258,110.4401727
Semarang,Jawa Tengah,KCP MT Haryono,"Jln. MT Haryono 657. Semarang, 50242",-6.9975827,110.4296411
Semarang,Jawa Tengah,KCP Ngaliyan,"Ruko Ngaliyan Square No.3 A, Jl.Prof.Hamka 17 Ngaliyan,Semarang 50184. Semarang, 50184",-6.9928769,110.3499286
Semarang,Jawa Tengah,KCP Pandanaran,"Jl. Pandanaran No. 101 A Pandanaran. Semarang, 50243",-6.9875992,110.4143414
Semarang,Jawa Tengah,KCP Pedurungan,"Jl. Majapahit No. 360 Pedurungan. Semarang, 50273",-7.0075396,110.4589338
Semarang,Jawa Tengah,KCP Puri Anjasmoro,"Jl. Anjasmoro Raya Ruko Blok F1 No. 3-5. Semarang, 50144",0,0
Semarang,Jawa Tengah,KCU SEMARANG,"Jln. Pemuda 90-92. Semarang, 50133",-6.9761746,110.4162002
Semarang,Jawa Tengah,KCP Siliwangi,"Jln. Jend. Sudirman 39. Semarang, 50141",-6.9806426,110.3970099
Semarang,Jawa Tengah,KCP Suari,"Jln. Suari 18. Semarang, 50121",-6.9701367,110.4257465
Semarang,Jawa Tengah,KCP Sultan Agung,"Jln. Sultan Agung No. 115. Semarang, 50232",-7.0178027,110.4164011
Semarang,Jawa Tengah,KCP Tanjung Mas,"Gedung Terminal Peti Kemas, Jln. Coaster Pelabuhan 10 A. Semarang, 50174",-6.9485538,110.4258448
Semarang,Jawa Tengah,KCP Telogorejo,"Jln. KH Ahmad Dahlan No. 25. Semarang, 50136",-6.9888212,110.4242535
Sragen,Jawa Tengah,KCP Sragen,"Jln. Sukowati 185, Sragen 57212",-7.4280772,111.0144877
Sukoharjo,Jawa Tengah,KCP Solo Baru,"Ruko Saraswati No. 6 & 7, Jln. Raya Solo Baru, Sukoharjo 57552",-6.9331453,107.5880089
Sukoharjo,Jawa Tengah,KCP Sukoharjo,"Jln. Jend. Sudirman 132, Sukoharjo 57514",-7.6743844,110.8378335
Surakarta / Solo,Jawa Tengah,KCU SOLO SLAMET RIYADI,"Jln. Brigjen Slamet Riyadi 3. Solo, 57112",0,0
Surakarta / Solo,Jawa Tengah,KCU SOLO VETERAN,"Jln. Veteran 307. Solo, 57154",-7.5800475,110.8093753
Surakarta / Solo,Jawa Tengah,KCP Kartasura,"Jn. Raya Kartasura Bok C 1-2. Solo, 57167",-7.5511022,110.7373826
Surakarta / Solo,Jawa Tengah,KCP Nusukan,"Jl. Kapten Tendean 79, Nusukan. Solo, 57135",-7.5477377,110.8186895
Surakarta / Solo,Jawa Tengah,KCP Pasar Klewer,"Jl. KH. Hasyim Ashari. Solo, 57115",-7.5752465,110.8236426
Surakarta / Solo,Jawa Tengah,KCP Pasar Legi,"Kios Pasar Legi 167-171. Solo, 57133",-7.562766,110.8220553
Surakarta / Solo,Jawa Tengah,KCP Purwosari,"Ruko Center Point No. A11 & A12. Solo, 57142",0,0
Surakarta / Solo,Jawa Tengah,KCP Singosaren,"Komp. Singosaren Plaza, Jln. Dr. Rajiman 169. Solo, 57152",-7.5736774,110.8170059
Surakarta / Solo,Jawa Tengah,KCP Urip Sumoharjo,"Jln. Urip Sumoharjo 133. Solo, 57129",-7.5638891,110.832313
Surakarta / Solo,Jawa Tengah,KK Mojosongo,"Jl.Tangkuban Perahu 16. Solo, 57127",-7.5392956,110.8403707
Surakarta / Solo,Jawa Tengah,KK Pasar Gede Solo,"Jl. Pasar Besar Utara No. 1. Solo, 57121",-7.5686301,110.8298793
Surakarta / Solo,Jawa Tengah,KK Pasar Klewer,"Kios Pasar Klewer H1, H2 dan H4 Pasar Klewer. Solo, 57115",-7.5756952,110.8255418
Tegal,Jawa Tengah,KCU TEGAL,"Jln. AR. Hakim 2, Tegal 52131",-6.8708934,109.1339413
Tegal,Jawa Tengah,KCP Slawi,"Jln. Jend. Sudirman No. 46, Slawi 52411",-6.9884573,109.1387491
Tegal,Jawa Tengah,KCP Banjaran-Adiwerna,"Jln. Raya Utara 304, 306, Tegal 52194",0,0
Tegal,Jawa Tengah,KCP Pasar Pagi Tegal,"Jln. A. Yani No. 74, Tegal 52121",0,0
Temanggung,Jawa Tengah,KCP Parakan,"Jln. Kosasih No. 24 Parakan, Temanggung 56254",-7.283905,110.0957792
Temanggung,Jawa Tengah,KCP Temanggung,"Jln. R. Suprapto 21, Temanggung 56200",-7.3166584,110.1747366
Ungaran,Jawa Tengah,KCP Ungaran,"Ungaran Square Blok A3-A4, Jln. Gatot Subroto, Ungaran 50517",-7.1231944,110.4043309
Wonogiri,Jawa Tengah,KCP Wonogiri,"Jl. Jend. Sudirman No.233, Wonogiri 57611",-7.8181116,110.9203841
Wonosobo,Jawa Tengah,KCP Wonosobo,"Jln. A. Yani 3, Wonosobo 56311",-7.3603001,109.9006726
Bangkalan,Jawa Timur,KCU BANGKALAN,"Jln. Trunojoyo 15 A, Bangkalan 69112",-7.0262343,112.7506531
Bangkalan,Jawa Timur,KK Kantor Kas Tanjung Bumi,"Jl.Raya Tanjung Bumi No.69, Bangkalan 69156",0,0
Banyuwangi,Jawa Timur,KCU BANYUWANGI,"Jl.Ahmad Yani No.24-26, Banyuwangi 68416",-8.2191039,114.3667484
Banyuwangi,Jawa Timur,KCP Genteng,"Jln. Raya Genteng 119, Banyuwangi 68465",-8.3634428,114.1475128
Banyuwangi,Jawa Timur,KCP Jajag,Jl. Yos Sudarso No. 49 Jajag – Banyuwangi 68486,-8.4382424,114.1813987
Banyuwangi,Jawa Timur,KK Kantor Kas Sudirman,"Jl.Jend. Sudirman 85-87, Banyuwangi 68415",-8.2117686,114.369682
Banyuwangi,Jawa Timur,KCP Muncar,"Jln. Raya Stoplas Muncar 79, Banyuwangi 68486",-8.4372448,114.330951
Banyuwangi,Jawa Timur,KCP Rogojampi,"Jln. Raya Rogojampi 101-103, Banyuwangi 68462",-8.30855,114.2911604
Batu,Jawa Timur,KCP Batu,"Jln. Panglima Sudirman 1, Batu 65311",-7.8703364,112.521199
Blitar,Jawa Timur,KCU BLITAR,"Jln. Cepaka No. 17, Blitar 66111",-8.1028058,112.1556463
Blitar,Jawa Timur,KCP Wlingi,"Jln. Urip Sumoharjo 45, Wlingi, Blitar 66184",-8.0847118,112.3197648
Blitar,Jawa Timur,KK Kantor Kas Srengat,"Jl.Raya Dandong, Kanigoro, Blitar 66152",-8.0637791,112.0692536
Bojonegoro,Jawa Timur,KCP Bojonegoro,"Jln. Mastrip No. 72, Bojonegoro 62112",-7.14805,111.8738873
Bojonegoro,Jawa Timur,KK Kantor Kas Sumberejo,"Jl.Raya Sumberejo No.1189, Bojonegoro 62191",0,0
Bondowoso,Jawa Timur,KCP Bondowoso,"Jln. KH Wahid Hasyim 63, Bondowoso 68212",-7.9127801,113.8277372
Gresik,Jawa Timur,KCU GRESIK,"Jln. R.A Kartini 98B-100, Gresik 61122",-7.1693327,112.6473035
Gresik,Jawa Timur,KCP Gresik,"Jln. Dr. Sutomo 48, Gresik 61111",-7.1618979,112.6425314
Gresik,Jawa Timur,KK Benowo,"Ruko Gading Mutiara Permai Blok AA 1&2 Jl.Raya Kepatihan, Benowo, Gresik 61174",-7.236944,112.6019783
Gresik,Jawa Timur,KK Gresik Kota Baru,"Jl. Kalimantan No. 87 A, Gresik 65112",0,0
Jember,Jawa Timur,KCU JEMBER,"Jln. Gajah Mada 14-18, Jember 68131",-8.17189,113.6921623
Jember,Jawa Timur,KCP Ambulu,"Jln. Manggar 11, Ambulu, Jember 68172",-8.3475821,113.6030901
Jember,Jawa Timur,KCP Balung,"Jln. Ambulu 32, Balung, Jember 68161",-8.2779558,113.5332035
Jember,Jawa Timur,KCP Kalisat,"Jln. Diponegoro 112, Kalisat, Jember 68193",-8.129465,113.8070421
Jember,Jawa Timur,KK Kalimantan,"Jl.Kalimantan No.68, Jember 68121",-8.1659,113.7095542
Jember,Jawa Timur,KK Kencong,"Jl.Diponegoro 54 RT.01 RW.02 Kencong, Jember 68167",-8.2770848,113.3713329
Jember,Jawa Timur,KCP Rambipuji,"Jln. Raya Gajah Mada 81, Rambipuji, Jember 68152",0,0
Jember,Jawa Timur,KCP Tanggul,"Jln. PB Sudirman 40, Jember 68155",0,0
Jember,Jawa Timur,KCP Trunojoyo,"Jln. Trunojoyo 145, Jember 68137",-8.1754756,113.6930274
Jombang,Jawa Timur,KCU JOMBANG,"Jln. KH Wahid Hasyim 20, Jombang 61415",-7.53907,112.2357323
Jombang,Jawa Timur,KCP Mojoagung,"Jln. Raya 124, Mojoagung, Jombang 61482",-7.5706649,112.3417419
Jombang,Jawa Timur,KCP Ploso,"Jl. Raya Ploso No. 16, Jombang 61453",0,0
Kediri,Jawa Timur,KCU KEDIRI,"Jln. Brawijaya 8, Kediri 64123",-7.8140172,112.0112735
Kediri,Jawa Timur,KCP Joyoboyo,"Jln. Joyoboyo 34, Kediri 64125",-7.8195787,112.0167727
Kediri,Jawa Timur,KK Kandangan,"Jl.Jombang 735 B Kandangan, Pare, Kediri, Kediri 64294",0,0
Kediri,Jawa Timur,KCP Wates,"Jln. Raya Tawang No. 212, Wates, Kediri 64174",-7.9221588,112.1244644
Kediri,Jawa Timur,KCP Pare,"Jln. P.B Sudirman 2 ( Jln. Kediri ), Pare, Kediri 64211",0,0
Lamongan,Jawa Timur,KCP Lamongan,"Jln. Lamongrejo 85, Lamongan 62213",-7.1143396,112.4157449
Lamongan,Jawa Timur,KCP Babat,"Jln. Raya No. 23 Banaran Babat, Lamongan 62271",0,0
Lamongan,Jawa Timur,KK Lamongan,"Jl.Sunan Giri Ruko LTC Blok A 17, Lamongan 62215",0,0
Lawang,Jawa Timur,KCP Lawang,"Jn. Thamrin 8, Lawang, Kabupaten Malang 65211",-7.835155,112.6946483
Lumajang,Jawa Timur,KCP Lumajang,"Jln. Panglima Sudirman 27, Lumajang 67311",0,0
Lumajang,Jawa Timur,KCP Pasirian,"Jln. Raya 113, Pasirian, Lumajang 67372",-8.2138377,113.1114481
Madiun,Jawa Timur,KCU MADIUN,Jln. Jend. Sudirman 79-81,0,0
Madiun,Jawa Timur,KCP Agus Salim,Jl. H. Agus Salim No. 102,-6.1865791,106.8230842
Madiun,Jawa Timur,KCP Caruban,Jln. Raya 173,0,0
Magetan,Jawa Timur,KCP Magetan,"Jln. A. Yani No. 25 B, Magetan 63311",-7.6540863,111.3248327
Malang,Jawa Timur,KCP Blimbing,"Jln. A. Yani 183. Malang, 65125",-7.9383616,112.6413771
Malang,Jawa Timur,KCU BOROBUDUR,"Jln. Borobudur Kompleks Ruko Kav. 3 B-C-D. Malang, 65125",0,0
Malang,Jawa Timur,KCP Dampit,"Jln. Semeru Selatan 32, Dampit. Malang, 65181",-8.2125357,112.7490651
Malang,Jawa Timur,KCP Dinoyo,"Jln. Mayjen Haryono 160. Malang, 65114",-7.9446863,112.6091014
Malang,Jawa Timur,KCP Galunggung,"Jln. Galunggung No. 65/11 dan 65/A1. Malang, 65115",0,0
Malang,Jawa Timur,KCP Gatot Subroto,"Jln. Gatot Subroto 21 D. Malang, 65118",-7.9845559,112.6345191
Malang,Jawa Timur,KCP Gondanglegi,"Jln. Gajah Mada 36 A, Gondanglegi. Malang, 65174",-8.1765418,112.6341237
Malang,Jawa Timur,KK Karangploso,"Jl.Panglima Sudirman Kav.4 No.14 Karangploso, Malang, 65152",0,0
Malang,Jawa Timur,KCP Kawi,"Jln. Kawi ( atas ) 36, Malang, 65116",-7.9753561,112.6178291
Malang,Jawa Timur,KCP Kepanjen,"Jln. Jend. Yani 99 ( Jln.Pahlawan ), Kepanjen, Malang, 65163",-8.1269072,112.5691634
Malang,Jawa Timur,KCP Kudusan,"Jln. KH Zainul Arifin 78, Malang, 65118",-7.984756,112.6315563
Malang,Jawa Timur,KCP Kyai Tamin,"Jl.Kyai Tamin 110, Malang, 65118",-7.9891256,112.632096
Malang,Jawa Timur,KCU MALANG,"Jln. Jend. Basuki Rachmat 70-74, Malang, 65111",0,0
Malang,Jawa Timur,KK Sawojajar,"Ruko Sawojajar Mas Blok A No. 17, Malang, 65139",-7.9804063,112.6521342
Malang,Jawa Timur,KCP Singosari,"Jln. Raya Singosari 91 A, Singosari, Malang, 65153",-7.8903442,112.6659515
Malang,Jawa Timur,KCP Sudirman,"Jln. Panglima Sudirman 27, Malang, 65111",-7.9737704,112.6361598
Malang,Jawa Timur,KCP Sukun,"Jln. S. Supriyadi 65, Malang, 65117",0,0
Malang,Jawa Timur,KCP Sumberpucung,"Jln. Sudirman 183, Sumberpucung, Malang, 65165",-8.1563019,112.4762586
Malang,Jawa Timur,KCP Tumpang,"Jln. Raya 1, Tumpang, Malang, 65156",-8.0077371,112.7581126
Malang,Jawa Timur,KK Turen,"Turen Square Ruko No.8 Jl.Panglima Sudirman RT.006/018, Turen, Malang, 65175",-8.1660977,112.6898576
Malang,Jawa Timur,KK Universitas Brawijaya,"Gd. Kuliah Bersama – Universitas Brawijaya, Jl. Veteran, Malang, 65113",-7.9518371,112.6105787
Mojokerto,Jawa Timur,KCU MOJOKERTO,"Jln. H.O.S. Cokroaminoto 5, Mojokerto 61313",0,0
Mojokerto,Jawa Timur,KCP Mojopahit,"Jln. Mojopahit No. 222, Mojokerto 61323",-7.4691058,112.4296355
Mojokerto,Jawa Timur,KCP Mojosari,"Jln. Hayam Wuruk 17, Mojosari, Mojokerto 61382",-7.5184674,112.5567408
Mojokerto,Jawa Timur,KCP Ngoro,"Ruko Ngoro Industri Persada, Jln. Raya Ngoro Blok A3, Mojokerto 61385",-7.5522017,112.6153268
Nganjuk,Jawa Timur,KCP Nganjuk,"Jln. A. Yani 282-284, Nganjuk 64417",0,0
Nganjuk,Jawa Timur,KCP Warujayeng,"Jln. Basuki Rachmat No. 26 Warujayeng, Nganjuk 64483",-7.6260881,112.0184927
Nganjuk,Jawa Timur,KCP Kertosono,"Jln. A. Yani 114, Kertosono, Nganjuk 64313",-7.5959393,112.104674
Ngawi,Jawa Timur,KCP Ngawi,"Jln. Sultan Agung No. 52, Ngawi",0,0
Pamekasan,Jawa Timur,KCP Pamekasan,"Jln. Jokotole 4, Pamekasan 69313",-7.1606053,113.4817632
Pasuruan,Jawa Timur,KCU PASURUAN,"Jln. Perwira 200, Pasuruan 67111",0,0
Pasuruan,Jawa Timur,KCP Bangil,"Komp.Psr.Ry.Untung Suropati Stad 2-4&22-24, Jln.Nusantara Blok A, Bangil, Pasuruan 67153",0,0
Pasuruan,Jawa Timur,KCP Kejapanan,"Jln. Raya Pertigaan Tol Surabaya – Malang, Ruko Family Gempol No. F6-F7, Gempol, Pasuruan 67155",-7.5789173,112.6886404
Pasuruan,Jawa Timur,KCP Pandaan,"Jln. RA. Kartini 2, Jogosari – Pandaan, Pasuruan 67156",-7.6561904,112.6941279
Pasuruan,Jawa Timur,KCP Purwosari,"Jln. Purwosari No. 36, Pasuruan 67162",-7.7731427,112.7427738
Ponorogo,Jawa Timur,KCP Ponorogo,"Rk. Gajah Mada, Jln. Gajah Mada 12, Ponorogo 63416",0,0
Probolinggo,Jawa Timur,KCU PROBOLINGGO,"Jln. Suroyo 28, Probolinggo 67211",-7.7502319,113.2128825
Probolinggo,Jawa Timur,KCP Kraksaan,"Jln. PB Sudirman 99 B, Kraksaan, Probolinggo 67282",0,0
Sampang,Jawa Timur,KCP Sampang,"Jln. KH Wahid Hasyim No. 17, Sampang 69213",-7.1877386,113.2395377
Sidoarjo,Jawa Timur,KCP Gedangan,"Jln. Raya 18, Gedangan, Sidoarjo 61254",0,0
Sidoarjo,Jawa Timur,KCP Juanda,"Komp.Surya Permata Inti B.1-2,Jln. Raya Juanda, Sidoarjo 61253",0,0
