City,Provinsi,Cabang,Alamat
Jakarta Utara,DKI Jakarta,Gading Nias,"Ruko Gading Nias Residence Blok A, Jl. Pegangsaan Dua, Kelapa Gading, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Gading Riviera,"Ruko Riviera, Jl. Kelapa Hybrida Raya Blok Pf 21 No.8 Kel. Pegangsaan Dua, Kec. Kelapa Gading, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Galeri Niaga Mediterania II,"Galeri Niaga Mediterania II Blok K8-H Jl. Pantai Indah Utara II, Kelurahan Kapuk Muara , Kec. Penjaringan, Kodya Jakarta Utara"
Jakarta Utara,DKI Jakarta,Griya Utama,"Jl.Griya Utama, Sunter Agung, Tg.Priok, Jak-Ut, Ruko Puri Mutiara Blok A No. 79"
Jakarta Utara,DKI Jakarta,ITC Mangga Dua,"ITC Mangga Dua Blok A.1 No. 6 & 7, Jl. Raya Mangga Dua, Kelurahan Ancol, Kecamatan Pademangan, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Jamsostek Pluit,"Jl. Pluit Selatan Raya Blok Q, Jakarta Utara"
Jakarta Utara,DKI Jakarta,JITC Kemayoran,"Gedung Pusat Niaga JITC, Kemayoran – Jakarta Utara"
Jakarta Utara,DKI Jakarta,Kalibaru,"Jl. Kalibaru Timur III No.16 Kel. Kalibaru, Kec. Cilincing, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Kapuk Raya,"Komplek Ruko Grand Puri Grisenda Blok Ge No,12, Jl. Kapuk Raya, Kel. Kapuk Muara, Kec. Penjaringan, Kota Jakarta Utara"
Jakarta Utara,DKI Jakarta,Kbn Cakung,"Bisnis Center, Jl.Jawa Blok A.14-1 Dan 14-2 Area Kawasan Berikat Nusantara Cakung, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Kbn Marunda,Jl. Raya Marunda No. 1 Komplek Kbn Marunda Cilincing Jakarta Utara.
Jakarta Utara,DKI Jakarta,Kebon Bawang,"Jl.Bugis 16, Tanjung Priok, Kel. Kebon Bawang, Kec. Tanjung Priok, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Kelapa Gading,"Jl. Boulevard Barat Raya, Kelapa Gading Square, Mall Of Indonesia, Ruko Italian Walk Blok B No. 8-9, 51-52 Jakarta Utara"
Jakarta Utara,DKI Jakarta,Kelapa Gading,"Jl. Boulevard Raya I J4 No. 5 Kelapa Gading, Jak-Ut"
Jakarta Utara,DKI Jakarta,Kobexindo,"Kobexindo/ Cordova Tower Lt. 1, Jl. Pasir Putih Raya Lot 3, Kel. Pegadungan, Kec. Pademangan, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Mahkota Ancol,"Ruko Mahkota Ancol Blok C No 6 Jl Budi Mulia Raya/RE Martadinata, Kel. Pademangan Barat, Kec. Pademangan,Jakarta Utara"
Jakarta Utara,DKI Jakarta,Mangga Dua,"Jl.Mangga Dua Raya Blok E-4 No.7, Jakarta – 14440"
Jakarta Utara,DKI Jakarta,Mediterania,"Apartemen Mediterania Kelapa Gading Tower C No.41, Jl. Boulevard Kelapa Gading Raya, Kelapa Gading, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Muara Angke,"Jl. Muara Karang Utara Blok H1S No. 96 A-B, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Muara Baru,"Kantor Pusat Perum Prasarana Perikanan Samudera, Jl. Tuna Raya, Pelabuhan Perikanan Samudera Nizam Zachman, Muara Baru, Penjaringan,Jakarta Utara"
Jakarta Utara,DKI Jakarta,Muara Karang,"Jl.Muara Karang Blok B VIII T No. 96 Dan 97, Kelurahan Pluit, Kecamatan Penjaringan, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Muara Karang II,"Jl. Muara Karang Raya Kav.15 Blok Z6, Kel. Pluit, Kec. Penjaringan, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Pademangan,"Jl. Gunung Sahari No.13 Blok A Kav. No,6 Kel/Kec. Pademangan, Kota Jakarta Utara"
Jakarta Utara,DKI Jakarta,Pantai Indah Kapuk,Rukan Exklusif Pik No. F6-F7 Penjaringan Jakut
Jakarta Utara,DKI Jakarta,Pasar Koja,"Jl.Kramat Jaya No.20 RT.002/RW.006 Tugu Utara, Jakarta"
Jakarta Utara,DKI Jakarta,Pasar Pagi Mangga Dua,"Pasar Pagi Mangga Dua Lt 2 Blok Aka.017, Jl. Raya Mangga Dua Raya , Ancol, Kec.Pademangan, Jakut"
Jakarta Utara,DKI Jakarta,Pasar Permai,"Jl. Lorong 104 No.6 Yos Sudarso, Kel. Rawa Badak, Kec. Koja, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Pelindo II,Gedung Pelindo II Jl. Raya Pelabuhan No.1 Jakut
Jakarta Utara,DKI Jakarta,Pluit Kencana,Jl. Pluit Kencana No. 49 – Jakarta Utara –
Jakarta Utara,DKI Jakarta,Pluit Village,Pluit Village Lantai Dasar No. G 101 Jl. Pluit Indah Raya
Jakarta Utara,DKI Jakarta,Plumpang,"Jl.Plumpang Semper No.33-A Rawa Badak Kec. Koja, Jak – Bar"
Jakarta Utara,DKI Jakarta,Pp. Jamsostek Tanjung Priok,Jl. Bukit Gading Indah Blok I No 5-8. Jakarta Utara
Jakarta Utara,DKI Jakarta,PT. Multi Terminal Indonesia,Jl. Payung Kawasan Pelabuhan Tanjung Priok
Jakarta Utara,DKI Jakarta,PT. Multi Terminal Indonesia,Jl. Banda Kawasan Pelabuhan Tanjung Priok
Jakarta Utara,DKI Jakarta,Rajawali,"Rukan Multiguna Kemayoran Blok 1-J, Jl Rajawali Selatan Raya Blok C5 No.2 Jakarta Utara"
Jakarta Utara,DKI Jakarta,Stip / Aip Marunda,"Jl.Merunda Makmur Cilincing – Jakarta Utara, Komp. Stip."
Jakarta Utara,DKI Jakarta,Wisma Mitra Sunter,"Jl. Yos Sudarso Kav.89, Jak-Ut, Gedung Perkantoran Wisma Sunter Lt.Dasar No. D01"
Jakarta Utara,DKI Jakarta,Kelapa Gading,"Jl. Boulevard Raya I J4 No. 5 Kelapa Gading, Jak-Ut"
Jakarta Utara,DKI Jakarta,Boulevard Kelapa Gading,"Jl.Boulevard Blok L.A VI No.24- 25 Klp.Gading, Jakarta Utara."
Jakarta Utara,DKI Jakarta,Boulevard Barat / Menara Gading,"Jl.Boulevard Raya Blok Lc-7 No.32 Klp.Gading Permai,Jkt."
Jakarta Utara,DKI Jakarta,Boulevard Timur Kelapa Gading,"Jl. Boulevard Timur Kelapa Gading, Ruko Gading Park View Blok Zc 01 No.16 Kelapa Gading Jakarta Utara"
Jakarta Utara,DKI Jakarta,Artha Gading,"Rukan Artha Gading Blok C No.10-11 Jl. Boulevard Artha Gading, Kelapa Gading Jakarta Utara"
Jakarta Utara,DKI Jakarta,Mediterania,"Apartemen Mediterania Kelapa Gading Tower C No.41, Jl. Boulevard Kelapa Gading Raya, Kelapa Gading, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Danau Agung Sunter,"Jl. Danau Agung II Blok D6 No.208 Kel> Sunter Agung, Kec. Tanjung Priok, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Boulevard Utara,Jl. Boulevard Raya Blok Ra 19 No.5 Kelapa Gading Jakarta Utara
Jakarta Utara,DKI Jakarta,Gading Nias,"Ruko Gading Nias Residence Blok A, Jl. Pegangsaan Dua, Kelapa Gading, Jakarta Utara"
Jakarta Utara,DKI Jakarta,Pp. Jamsostek Tanjung Priok,Jl. Bukit Gading Indah Blok I No 5-8. Jakarta Utara
Bantul,DI Yogyakarta,KLN Bantul,"Jl. Jend. Sudirman No. 54  Bantul, YO"
Gunung Kidul,DI Yogyakarta,KLN Wonosari,"Jl.Brigjen.Katamso No.72  Wonosari  Gunung Kidul, YO"
Kulon Progo,DI Yogyakarta,KLN Wates,"Jl.Brigjend Katamso No.67 Wates Kulonprogo, YO"
Sleman,DI Yogyakarta,KCU Univ. Gajah Mada Yogyakarta,"Jl. Persatuan Bulaksumur  Caturtunggal, Depok Sleman, YO"
Sleman,DI Yogyakarta,KLN Jl. Godean,"Jl. Godean Km 5,5  Banyuraden  Sleman, YO"
Sleman,DI Yogyakarta,KLN Jl. Magelang,"Jl. Magelang Km. 5,6  Mlati  Sleman, YO"
Sleman,DI Yogyakarta,KLN Pasar Kolombo,"Jl.Kaliurang Km.7,3 No.37  Sleman, YO"
Sleman,DI Yogyakarta,KLN Sleman,"Jl.Pemuda No.9  Sleman, YO"
Sleman,DI Yogyakarta,KLN UGM Yogyakarta,"Bulaksumur Blok H No.24  Sleman, YO"
Sleman,DI Yogyakarta,KLN UPN Veteran,"Jl.SWK 104 Lingkar Luar Utara  Condongcatur  Depok  Sleman, YO 55283"
Sleman,DI Yogyakarta,KK Kalasan,"Jl. Solo Km. 10 Sorogenen  Purwomantani  Kalasan  Sleman, YO"
Yogyakarta,DI Yogyakarta,KCU Yogyakarta,"Jl.Trikora No.1  Yogyakarta, YO"
Yogyakarta,DI Yogyakarta,KLN Adisucipto,"Jl.Adisucipto No.137  Yogyakarta, YO"
Yogyakarta,DI Yogyakarta,KLN Ambarukmo,"Jl. Laksda Adisucipto Km 7,5  Tambakbayan II, Babarsari Yogyakarta, YO"
Yogyakarta,DI Yogyakarta,KLN Diponegoro,"Jl.Diponegoro No. 84/90  Yogyakarta, YO"
Yogyakarta,DI Yogyakarta,KLN K.H A. Dahlan,"Jl.KH. A. Dahlan No. 73  Yogyakarta, YO"
Yogyakarta,DI Yogyakarta,KLN Kotagede,"Jl. Tegalgendu No. 22  Yogyakarta, YO"
Yogyakarta,DI Yogyakarta,KLN Parangtritis,"Jl. Parangtritis No. 127  Kec. Mantrijeron  Yogyakarta, YO"
Yogyakarta,DI Yogyakarta,KLN Pasca Sarjana UGM,"Jl. Teknika Utara  Yogyakarta, YO"
Yogyakarta,DI Yogyakarta,KLN Sarjana Wiyata,"Jl.Kusumanegara No. 121  Yogyakarta, YO"
Yogyakarta,DI Yogyakarta,KLN Sutoyo,"Jl. Mayjend Sutoyo No. 67  Yogyakarta, YO"
Yogyakarta,DI Yogyakarta,KLN Univ. Kristen Duta Wacana,"Jl. DR. Wahidin No.5-7  Yogyakarta, YO"
Yogyakarta,DI Yogyakarta,KLN Univ. Negeri Yogyakarta,"Jl. Gejayan Sleman  Yogyakarta, YO"
Yogyakarta,DI Yogyakarta,KK Beringharjo,"Jl. Jend A Yani 46  Kel. Ngupasan  Kec. Gondomanan  Yogyakarta, YO"
Yogyakarta,DI Yogyakarta,KK HOS Cokroaminoto,"Jl. HOS Cokroaminoto No. 66  Yogyakarta, YO"
Yogyakarta,DI Yogyakarta,KK Jogjatronik,"Jl. Brigjen Katamso No. 75-77  Yogyakarta, YO"
Cilegon,Banten,KLN Cilegon,"Jl. S.A. Tirtayasa No. 25 Cilegon, BT"
Cilegon,Banten,KLN Merak,"Jl. Raya Pelabuhan Merak Cilegon, BT"
Cilegon,Banten,KLN PT Krakatau Steel,"Area Human Capital & Education Centre PT. Krakatau Steel Jl. Industri No. 5 Cilegon, BT"
Cilegon,Banten,KK Cilegon City Square,"Ruko Cilegon City Square Blok A5 Jl. Jend A. Yani No. 1 Pondok Cilegon Indah Cilegon, BT"
Cilegon,Banten,KK Krakatau Posco,"Gd. Head Quarter Krakatau Posco Lt. 2 Kawasan Industri Krakatau Steel Jl Afrika No. 2 Cilegon, BT"
Lebak,Banten,KLN Rangkasbitung,"Jl. R.T. Hardiwinangun No. 55  Rangkasbitung Lebak, BT"
Pandeglang,Banten,KLN Pandeglang,"Jl. A. Yani No.3  Pandeglang, BT"
Pandeglang,Banten,KLN Labuan,"Jl. Jend. Sudirman No. 190  Desa Labuan  Kecamatan Labuan  Pandeglang, BT"
Serang,Banten,KCU Serang,"Jl.Veteran No.49  Kota Serang, BT"
Serang,Banten,KK Pasar Rau,"Jl. KH. Latief  Pasar Rau  Kota Serang, BT"
Serang,Banten,KK Serang City,"Ruko Serang City No.7  Jl. Raya Serang-Cilegon Km.4 No. 8  Kota Serang, BT"
Serang,Banten,KK UNTIRTA,"Universitas Sultan Agung Tirtayasa  Jl. Raya Jakarta Km 4  Pakupatan  Kota Serang, BT"
Serang,Banten,PP Kemenkumham Serang,"Jl. KH. Sam’un no. 44D  Kota Serang, BT"
Serang,Banten,KLN Kragilan,"Jl.Raya Jakarta – Serang Km. 74  Desa/Kec. Kragilan  Kab. Serang, BT"
Serang,Banten,KLN Pasar Anyar,"Jl. Raya Anyer Lor No. 59  Kec. Anyer  Kab. Serang, BT"
Serang,Banten,KK Cikande,"Ruko Modern  Komplek Ruko Kawasan Industri Modern  Jl. Raya Jakarta-Serang  Cikande  Kab. Serang, BT"
Tangerang,Banten,KCU Tangerang,"Jl.Daan Mogot No.2-4  Kota Tangerang, BT"
Tangerang,Banten,KLN Cargo Area,"Kawasan Cargo Area  Gedung B Bea Cukai / Sh-1 Bandara Soekarno – Hatta Kota Tangerang, BT"
Tangerang,Banten,KLN Ciledug,"Pertokoan Anugrah Blok D No. 31  Jl. Hos Cokroaminoto No. 8  Ciledug  Kota Tangerang, BT"
Tangerang,Banten,KLN Cimone Indah,"Jl. Beringin Raya Blok 42 No.90 A-B  Kota Tangerang, BT"
Tangerang,Banten,KLN Cipondoh,"Jl. KH Hasyim Ashari no. 27H  Cipondoh  Kota Tangerang, BT"
Tangerang,Banten,KLN Duta Gardenia,"Ruko Gardenia B12  Jurumudi  Kota Tangerang, BT"
Tangerang,Banten,KLN Gedung Garuda BSH,"Gedung Garuda  Bandara Soekarno Hatta  Kota Tangerang, BT"
Tangerang,Banten,KLN GMF Bandara S-Hatta,"Gedung Serbaguna Garuda Maintenance Facility (GMF)  Bandara Soekarno Hatta  Cengkareng  Kota Tangerang, BT"
Tangerang,Banten,KLN Larangan,"Jl. Ciledug Raya No. 1  Ex Gedung Psr.Swalayan Tomang Tol  Kel.Larangan Utara  Kec.Ciledug  Kota Tangerang, BT"
Tangerang,Banten,KLN Lippo Karawaci,"Pst. Pertokoan Pinangsia Blok L N0.1  Karawaci  Kota Tangerang, BT"
Tangerang,Banten,KLN Modern Land,"Jl. Hartono Boulevard Blok R No. 47  Modern Land  Kota Tangerang, BT"
Tangerang,Banten,KLN Tangerang City,"Ruko Business Park  Tangerang City Blok A No.6  Cikokol  Kota Tangerang, BT"
Tangerang,Banten,KLN Wisma Niaga Soewarna,"Wisma Niaga Soewarna  Blok E Lot 1 & 2 Lt. I Suite H,  Bandara Soekarno-Hatta  Kota Tangerang, BT"
Tangerang,Banten,KK Cimone City Mall,"Cimone Mall GF A9  Cimone  Kota Tagerang, BT"
Tangerang,Banten,KK Cipadu,"Jl. Kh. Wahid Hasyim  Cipadu  Kota Tangerang, BT"
Tangerang,Banten,KK Imam Bonjol Tangerang,"Jl. Imam Bonjol No.71  Karawachi  Kota Tangerang, BT"
Tangerang,Banten,KK Karang Tengah,"Ruko Bumi Permata Indah Blok R1/21  Karang Tengah  Kota Tangerang, BT"
Tangerang,Banten,KK Ki Samaun,"Jl. Kiasnawi No.62  Pasar Lama  Kota Tangerang, BT"
Tangerang,Banten,KK Kreo,"Jl. Hos Cokroaminoto  Kreo, Kec. Larangan  Kota Tangerang, BT"
Tangerang,Banten,KK Poris Indah,"Ruko Poris Paradise Blok B11 No,12  Cipondoh  Kota Tangerang, BT"
Tangerang,Banten,PP Garuda Ekspor,"Gedung 501, Cargo Area  Bandara Soekarno-Hatta  Kota Tangerang, BT"
Tangerang,Banten,PP Garuda Impor,"Gedung 505  Bandara Soekarno-Hatta  Kota Tangerang, BT"
Tangerang,Banten,PP Garuda Rush Handling,"Gedung 530, Cargo Area  Bandara Soekarno-Hatta  Kota Tangerang, BT"
Tangerang,Banten,PP Incoming Domestic,"Gedung Pos Logistic  Bandara Soekarno-Hatta  Kota Tangerang, BT"
Tangerang,Banten,PP Jasa Ekspor,"Gedung 530, Cargo Area  Bandara Soekarno-Hatta  Kota Tangerang, BT"
Tangerang,Banten,PP Jasa Import,"Gedung 521, Cargo Area  Bandara Soekarno-Hatta  Kota Tangerang, BT"
Tangerang,Banten,KLN Balaraja,"Jl.Raya Serang Km.22  Ds.Kawidaran  Balaraja  Kab. Tangerang, BT"
Tangerang,Banten,KLN Cikupa,"Jl.Raya Serang Km.14,5 No. 29-30  Cikupa  Kab. Tangerang, BT"
Tangerang,Banten,KLN Gajah Tunggal,"Komp. Industri Pt.Gajah Tunggal  Jl.Raya Gajah Tunggal  Jateke  Kab. Tangerang, BT"
Tangerang,Banten,KLN Terminal III Bandara Soekarno-Hatta,"Terminal III Lt. Dasar  Kedatangan Bandara Soekarno-Hatta  Cengkareng  Kab. Tangerang, BT"
Tangerang,Banten,KK Citra Raya,"Ruko Mardi Grass Blok KG 01/01  Perum Citra Raya Cikupa  Kab. Tangerang, BT"
Tangerang,Banten,KK Pasar Mutiara Karawaci,"Ruko Pasar Modern Mutiara Karawachi Blok C-22  Kab. Tangerang, BT"
Tangerang,Banten,KK RS Siloam Karawaci,"RS Siloam Karawaci  Jl Siloam No.6  Lippo Karawaci  Kab. Tangerang, BT"
Tangerang,Banten,KK Terminal B Bandara Soekarno-Hatta,"Terminal B  Keberangkatan Bandara Soekarno-Hatta  Cengkareng  Kab. Tangerang, BT"
Tangerang,Banten,KK Terminal F Bandara Soekarno-Hatta,"Terminal F  Bandara Soekarno-Hatta  Cengkareng  Kab. Tangerang, BT 19101"
Tangerang,Banten,KK TKI Selapajang Bandara,"Terminal TKI Selapajang  Bandara Soekarno-Hatta  Kab. Tangerang, BT"
Tangerang Selatan,Banten,KCU Bumi Serpong Damai,"Ruko Blok L-24 Sektor 7  Jl. M.H. Thamrin, BSD  Tangerang Selatan, BT"
Tangerang Selatan,Banten,KLN Benton Junction,"Jl. Boulevard Palem Raya 32# B Benton Junction Lippo Karawaci Tangerang Selatan, BT"
Tangerang Selatan,Banten,KLN Bintaro I," Ruko Bintaro Jl. Sektor Iiia Blok D No. 48 Pondok Aren Tangerang Selatan, BT"
Tangerang Selatan,Banten,KLN Cirendeu,"Jl.Cirendeu Raya No. 29 C – D  Cirendeu  Tangerang Selatan, BT"
Tangerang Selatan,Banten,KLN Gading Serpong,"Komp.Perumahan Gading Serpong Jl.Boulevard Gading Serpong Blok Alexandriete-3 No.1-2 Curug Tangerang Selatan, BT"
Tangerang Selatan,Banten,KLN Pamulang,"Jl. Pamulang Permai Raya Blok Sm-21/7-8 Ciputat Tangerang Selatan, BT"
Tangerang Selatan,Banten,KLN Pasar Modern Bintaro Jaya,"Ruko Pasar Modern Blok Pma/Ra No.18-19 Sektor 7 Kelurahan Pondok Jaya Kec. Pondok Aren Tangerang Selatan, BT"
Tangerang Selatan,Banten,KLN Pasar Modern BSD,"Ruko Madrid I Blok C No. 1 & 2 Jl. Letnan Sutopo BSD City Tangerang Selatan, BT"
Tangerang Selatan,Banten,KLN Sutera Niaga,"Komp. Ruko Alam Sutera Jl. Sutera Niaga I No. 25 Tangerang Selatan, BT"
Tangerang Selatan,Banten,KLN Univ. Islam Syarif Hidayatullah,"Jl. Ir. Juanda No. 95 Ciputat Tangerang Selatan, BT"
Tangerang Selatan,Banten,KLN Villa Melati Mas,"Ruko Vila Melati Mas Blok Sr-01 No. 29-30 Jl. Mh Thamrin Serpong Tangerang Selatan, BT"
Tangerang Selatan,Banten,KK Alam Sutera,"Ruko Jalur Sutera Kav.29D No.15 Tangerang Selatan, BT"
Tangerang Selatan,Banten,KK Bintaro Arcade,"Ruko Kebayoran Arcade I Blok Ka/C3-51 Bintaro Tangerang Selatan, BT"
Tangerang Selatan,Banten,KK Ciputat,"Jl. Dewi Sartika 46C Ciputat Tangerang Selatan, BT"
Tangerang Selatan,Banten,KK Golden Vienna,"Ruko Golden Vienna No.10 Bumi Serpong Damai Tangerang Selatan, BT "
Tangerang Selatan,Banten,KK Graha Raya Bintaro,"Ruko Venice Arcade Je/15 Graha Raya Bintaro Tangerang Selatan, BT"
Tangerang Selatan,Banten,KK Pondok Aren,"Ruko Pondok Aren Jl Ceger Raya No.8 Pondok Karya, Pondok Aren Tangerang Selatan, BT"
Tangerang Selatan,Banten,KK Pondok Cabe,"Ruko Kampus Politeknik Swadharma Jl Raya Pondok Cabe No.36 Tangerang Selatan, BT"
Bandung kota,Jawa Barat,KCU Bandung,"Jl. Asia Afrika No. 119  Kota Bandung, JB"
Bandung kota,Jawa Barat,KCU Perintis Kemerdekaan,"Jl. Perintis Kemerdekaan No. 3   Kota Bandung, JB"
Bandung kota,Jawa Barat,KCU Perguruan Tinggi Bandung,"Jl. Tamansari No. 80  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN A. Yani,"Jl. Jend. A. Yani. No. 797  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Braga,"Jl. Braga No. 23  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Buah Batu,Jl. Buah Batu No. 189-D  Bandung
Bandung kota,Jawa Barat,KLN Cicadas,Jl. Jend. A. Yani No. 479  Bandung
Bandung kota,Jawa Barat,KLN Cihampelas,Jl. Cihampelas No. 105  Bandung
Bandung kota,Jawa Barat,KLN Cijerah,"Jl. Cijerah No. 176  Kel. Cijerah  Kec. Bandung Kulon  Kota Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Dago,"Jl. Ir. H. Djuanda No. 43A  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Ganesha,"Jl. Ganesha No. 10  Kampus ITB  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN ITENAS,"Jl. K.H. Hasan Mustopa No. 23  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Japati,"Jl. Japati No.1  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Kiaracondong,"Jl. Kiaracondong No. 418  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN KOMPL LIPI – ITB,"Jl. Cisitu No. 21/154 D  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Kopo Mas,"Ruko Kopo Mas Blok 8 M  Jl. Kopo Cirangrang No. 618  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Moch. Toha,"Jl. Moch. Toha No.305  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Pajajaran,"Jl. Pajajaran No. 135  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Pasar Baru,"Jl. Otto Iskandardinata No. 91  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Posindo,"Jl. Banda No. 30  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN PT. Inti,"Jl. M. Toha No. 77  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Pungkur,"Jl. Pungkur No. 122  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Riau,"Jl. Riau No.115  Kota Bandung, JB 40113"
Bandung kota,Jawa Barat,KLN RS. Immanuel,"Ged. STIK Immanuel,  RS. Immanuel  Jl. Kopo No. 161  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Setrasari,"Jl. Prof. Drg. Surya Sumantri No.8B  Kel. Sukawarna,  Kec. Sukajadi,  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Soekarno-Hatta,"Jl. Soekarno Hatta No.618-F Blok C  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Stasiun KA,"Jl. Kebon Kawung No.22  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Sudirman,"Jl. Jend. Sudirman No. 331  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Sukajadi,"Jl. Sukajadi No. 1  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Supratman,"Jl. Supratman No. 62  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Ujung Berung,"Jl. A.H. Nasution No. 89/91  Ujung Berung  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN UNIKOM,"Jl. Dipati Ukur No. 114-116  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Univ. Maranatha,"Kampus Univ. Maranatha  Graha Widya Maranatha UKM,   Jl. Prof.Drg. Suryasumantri No. 65,  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Univ. Padjajaran,"Jl. Dipatiukur No. 35  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN Univ. Pendidikan Indonesia,"Jl. Dr. Setiabudi No. 229  Kota Bandung, JB"
Bandung kota,Jawa Barat,KLN YDPP Telkom,"Jl. Surapati No 51  Kota Bandung, JB"
Bandung kota,Jawa Barat,KK Antapani,"Jl. Terusan Jakarta No.79  Antapani,  Kota Bandung, JB"
Bandung kota,Jawa Barat,KK Astana Anyar,"Jl. Astana Anyar No.50  Kota Bandung, JB"
Bandung kota,Jawa Barat,KK Ciwastra,"Jl. Mustika Hegar Regency  Ruko Timur No 1  Kota Bandung, JB"
Bandung kota,Jawa Barat,KK Gatot Subroto,"Jl. Gatot Soebroto No.175  Kota Bandung, JB"
Bandung kota,Jawa Barat,KK Pasteur,"Jl. Ir. Djunjunan No.194  Kec. Sukajadi  Kota Bandung, JB"
Bandung kota,Jawa Barat,KK Rajawali,"Jl. Rajawali Barat No.83A  Kota Bandung, JB"
Bandung kota,Jawa Barat,KK Setiabudi,"Jl. Setiabudhi No.199,  Kota Bandung, JB"
Bandung kota,Jawa Barat,KK Sumbersari,"Jl. Soekarno-Hatta  Rw03 Rw 02,  Kec. Sumber Sari,  Kota Kota Bandung, JB"
Bandung kota,Jawa Barat,KW-04 Bandung,"Jl. Perintis Kemerdekaan No. 3  Kota Bandung, JB"
Bandung kab,Jawa Barat,KCU Majalaya,Jl. Raya Laswi No. 215  Majalaya  Kab. Bandung JB
Bandung kab,Jawa Barat,KLN Bale Endah,Jl. Adipati Agung No. 49  Rt 07/01  Bale Endah  Kab. Bandung JB
Bandung kab,Jawa Barat,KLN Banjaran,Jl. Raya Kamasan No. 269  Banjaran  Kab. Bandung JB
Bandung kab,Jawa Barat,KLN Rancaengkek,Jl. Raya Rancaekek No.68  Kp. Talun  Desa Jelegong  Kab. Bandung JB
Bandung kab,Jawa Barat,KLN Soreang,Jl. Raya Soreang-Banjaran No. 447  Soreang  Kab. Bandung JB
Bandung kab,Jawa Barat,KK Cicalengka,"Jl. Raya Barat No. 293,  Cicalengka,  Kab. Bandung JB"
Bandung kab,Jawa Barat,KK Cinunuk,"Pertokoan Jalan Raya Cinunuk No.199  Cileunyi,  Kab. Bandung JB"
Bandung kab,Jawa Barat,KK Dayeuh Kolot,Jl. Raya Bojongsoang  Kec. Dayeuh Kolot  Bandung JB
Bandung kab,Jawa Barat,KK Taman Kopo Indah,"Komplek Pertokoan Taman Kopo Indah,  Jl. Taman Kopo Indah I Blok K & L ,  Kopo Sayati,  Margahayu,  Kab. Bandung JB"
Bandung Barat,Jawa Barat,KLN Lembang,"Jl. Raya Lembang no. 434  Lembang  Kab. Bandung Barat, JB"
Bandung Barat,Jawa Barat,KLN Padalarang,"Jl, Raya Padalarang no. 463 J  Padalarang  Kab. Bandung Barat, JB"
Bandung Barat,Jawa Barat,KK Batujajar,"Jl. Raya Batujajar no. 232  RT/RW 03/02  Ds. Galanggang  Kec. Batujajar  Kab. Bandung Barat, JB"
Banjar,Jawa Barat,KLN Banjar,"Jl. Letjen Suwartono No. 93  Banjar, JB"
Bekasi kota,Jawa Barat,KCU Bekasi,"Jl. A. Yani No. 15  Kota Bekasi, JB"
Bekasi kota,Jawa Barat,KLN Boulevar Hijau,"Ruko Boulevar Hijau  Blok C2 No. 01B & 01A  Medan Satria  Kota Bekasi, JB"
Bekasi kota,Jawa Barat,KLN Bulak Kapal,"Jl. Ir. H. Juanda  Komp.Juanda Elok No. 8  Bulak Kapal  Kota Bekasi, JB"
