0
Komp.Ketapang Indah Blok A/3-4
Jln. KHM Mansyur 246 A & B. Jakarta Barat
Jln. KHM Mansyur 73 B dan 72 C. Jakarta Barat
Jln. Daan Mogot KM. 11 Wisma SSK. Jakarta Barat
Komp. Perum Kosambi Baru Blok A Ext-1 Kav 17 & 19
Gd.Graha Indramas Lt.dasar
Jln. Prof. Dr. Latumenten 28. Jakarta Barat
Gedung Hayam Wuruk Indah Lt 1 Blok A-L 01
Gedung Lindeteves Trade Center Ruko RA 33 – 35 – 36
Komp. Lokasari Plaza Blok B 45
Mal Ciputra LG II No. 24-28
Lower Ground Lot. C 07
Jln. Hayam Wuruk No. 111. Jakarta Barat
Jln. Mandala Raya 14. Jakarta Barat
Jln. Raya Mangga Besar 15. Jakarta Barat
Jln. Mangga Besar VIII No.12 A-F. Jakarta Barat
Ruko Mutiara Taman Palem
Jln. Palmerah Barat 38 A. Jakarta Barat
Jl.Raya Puri Indah Blok A/20-22 Kembangan
Jln. Pejagalan I No. 3E. Jakarta Barat
Jln. Perniagaan Timur 35. Jakarta Barat
Jln. Pinangsia II No.3 & 3A. Jakarta Barat
Jl. Joglo Raya
Jln. Raya Kembangan No. 3A. Jakarta Barat
Komplek Ruko Puri Mansion Blok B No. 30
Jln. Pesanggrahan No. 28-29
Jl.Panjang No.11 (Arteri Kelapa Dua). Jakarta Barat
Sekolah Ricci
Gedung Roxy Square – Basement Blok A2
Komp. Ruko Season City Blok E No. 8-9 Jembatan Besi. Jakarta Barat
Jln. Surya Utama Blok V/31. Jakarta Barat
Jl.Taman Aries Blok E1 No.2A & 2B Meruya Utara. Jakarta Barat
Komp. Taman Harapan Indah Blok EE No.1
Komp.Taman Kencana Blok C1/11
Komp. Perum Taman Palem Lestari C5 No. 9-11
Ruko Taman Permata Buana
Komp.Taman Ratu Blok B 5/8. Jakarta Barat
Jln. Taman Sari 47-47A. Jakarta Barat
Perum. Taman Semanan Indah Blok H No. 22 & 23
Jln. Tanjung Duren 3. Jakarta Barat
Jln. Tanjung Duren Raya RT. 001/06 Blok A 11 No. 6A. Jakarta Barat
Jln. Telepon Kota 34. Jakarta Barat
Rukan Batavia
Jln. Tomang Raya 64. Jakarta Barat
Jln. Arjuna Kav. 8 A/1. Jakarta Barat
Kampus I Universitas Tarumanegara Blok I
Jln. Utama Raya 11 E. Jakarta Barat
Gedung Wisma Barito
Gd. Wisma Slipi Lt.1
Mall Central Park Lt. Ground No.216 & 217
Kampus II Universitas Tarumanegara Jl.Arteri S.Parman. Jakarta Barat
The City Tower
Jln. Gunung Sahari 45 Jakarta Pusat
Menara BCA Grand Indonesia Lt. 28 Jln. MH Thamrin No. 1 Jakarta Pusat
Jln. Pangeran Jayakarta No.127 Jakarta Pusat
Jln. KH Samanhudi 8 Jakarta Pusat
Jln. Suryopranoto 40 Jakarta Pusat
Menara BCA
Jln. KH. Wahid Hasyim No. 183 A-B Jakarta Pusat
Gedung Graha Motor City Level I Suite 101
Komp. Agung Sedayu Blok C No.11
Jln. Alaydrus 48 B. Jakarta
Jln. AM Sangaji No. 020 A Rt. 003/04. Jakarta
Ruko Atrium Blok E No. 12-13. Jakarta
Jln. Batu Ceper Raya 18 A-B. Jakarta
Jl.Bendungan Hilir No.14 C. Jakarta
Jln. Biak No. 44 AB. Jakarta
Jln. Bungur Besar Raya 32 & 32A. Jakarta
Jl. Letjend. Suprapto No. 62 Cempaka Putih. Jakarta
Jln. Letjen Suprapto No.30 EF. Jakarta
Jln. Cempaka Putih Raya 102 C-D. Jakarta
Jln. Cideng Barat 53. Jakarta
Jln. Cideng Timur 11 F. Jakarta
Kawasan Terpadu The City Center
Komp. Duta Merlin Blok A No. 24-25
Wisma 46 Lantai Dasar
Jl. MH Thamrin No. 12. Jakarta
Jln. R.P. Soeroso No. 25. Jakarta
Ruko Mega Grosir Cempaka Mas Blok A/5-A/7
Komp Harmoni Plaza Blok B No. 26-27
Jln. KH H. Ashari 5 AA. Jakarta
ITC Roxy Mas Basement 13
ITC Roxy Mas Lt. 4 Blok E No. 26-38
Jln. P. Jayakarta 26 Blok A/2-3. Jakarta
Jln. KH. Moch. Mansyur 15 F. Jakarta
Jln. Ir. Juanda III No. 34. Jakarta
Gedung KEM Tower
Jl. Percetakan Negara II No. 16 B-C. Jakarta
Jln. Raya Krekot Bunder 58
Jln. Kwitang Raya No. 17. Jakarta
Jln. Balikpapan No. 19 B & C. Jakarta
Gedung Grand Indonesia Mall A
Jln. Mangga Besar Raya 128. Jakarta
Mangga Dua Mal No. RM. 49
Plaza Menteng Unit GF 12-13
Gedung Metro Pasar Baru Lt. Dasar No. 101
Pusat Grosir Metro Tanah Abang Lt. Lower Ground Blok A No. 31-33
Gedung Permata Hijau Lt.2 Jln. Pegangsaan Barat 7 A. Jakarta
Jln. Kenari II/8. Jakarta
Jln. KH Fachrudin 36 Blok D/23. Jakarta
Jln. Pecenongan 86. Jakarta
Jln. Penjernihan I No.23. Jakarta
Jln. Percetakan Negara No. 223 C. Jakarta
Jln. Pintu Air 36 Q. Jakarta
Jl.Raden Saleh No.13
Jl.Rajawali Selatan Raya Blok C5 No.2 Rukan Multi Guna Blok 2. Jakarta
Jln. Jend. Sudirman Lantai Dasar. Jakarta
Jl. Rawasari Selatan No. 24 A. Jakarta
Pasar Regional Tanah Abang Blok F
Komplek Ruko Roxy Mas Jl.K.H Hasyim Ashari Blok C.5 No.6 – 8. Jakarta
Jln. H. Agus Salim 57 B. Jakarta
The Office Sahid Sudirman Residence Lt. LG Unit 01
Jln. Samanhudi 57 B. Jakarta
Jln. Sukarjo Wiryopranoto 28 C. Jakarta
Wisma GKBI
Senayan City L3 – 56
Pusat Grosir Senen Jaya Blok A8-9 Lantai 2. Jakarta
Jl. Pegangsaan Timur No. 1 Menteng
Rukan Sudirman Park Blok B No. 9
Jln. Tanah Abang II No.49 & 51. Jakarta
Kios Pasar Tanah Abang Blok A Basement I/G-063
Gedung Pasar Tanah Abang Blok B Lantai 5 Kios Nomor 3
Gd. Jembatan Tanah Abang Blok A Zona 3 Lt. 2 Los C Bo. 3
Thamrin Nine Podium Area – UG Unit A
Jln. KH Wahid Hasyim 82. Jakarta
Gedung Wisma Nusantara
Pusat Grosir Senen Jaya Blok I No. 1C dan 10 (2 unit). Jakarta
Plaza Kenari Mas
Tanah Abang Blok A SL G/F 093 & 095. Jakarta
Tanah Abang Blok A Lt. 1/F/121. Jakarta
Tanah Abang Blok A Lt. 2/E/001 & 155. Jakarta
Tanah Abang Blok A Lt. 3/E/007. Jakarta
Tanah Abang Blok A Lt. 3A/G/002A. Jakarta
Tanah Abang Blok A Lt. B2/F/106. Jakarta
Tanah Abang Blok A Lt. LG/F/090. Jakarta
Tanah Abang Blok B G/H 001 & 002. Jakarta
Tanah Abang Lt. 2 Los B No. 16
Jln. RS Fatmawati 6 A  Jakarta Selatan
Gedung Menara Karya Ground Floor  Jln. HR Rasuna Said Blok X-5 Kav. 1-2  Jakarta Selatan
Menara Bidakara Lt. Lobby dan Lt.1  Jln. Gatot Subroto Kav.71-73  Jakarta Selatan
Wisma BCA Pondok Indah  Jln. Metro Pondok Indah  Jakarta Selatan
Equity Tower Ground Floor  Unit D & Lantai 8 Unit E  Jl. Jend. Sudirman Kav. 52-53 Lot 9  Jakarta Selatan
Gedung Chase Plaza  Jln. Jend. Sudirman Kav. 21  Jakarta Jakarta
Jln M.T. Haryono Kav. 16  Jakarta Selatan
Gedung Adhi Graha – Ground Floor Unit C
Gedung Aurum
Gedung Perkantoran Hijau Arkadia Tower F – Groung Floor
Jln. RC. Veteran No.9 dan 9A Jakarta Selatan. Jakarta
Bintaro Jaya Blok E Kav.3-5
Plaza Bona Indah blok B/12
Gd. Bursa Efek Jakarta
Jln. Cilandak KKO No. 9. Jakarta
Jln. Ciputat Raya 10 E-F. Jakarta
Gedung Cyber 2 Ground Floor
Komp.Pert.Duta Mas Fatm.Blok D 1 No.12
Epicentrum Walk 2nd Floor W336A & 338A
Jln. RS Fatmawati 1. Jakarta
Jln. Setiabudi Selatan I Kav. 9. Jakarta
Graha BIP Lt.Dasar
Jln. Gedung Hijau Raya No. 41
Gd. Graha Inti Fauzi Lt. Dasar
Gdg Graha Paramita Lobby Depan
Komp. Gudang Peluru Blok A No. 23
Jln. Hasanudin 43/48. Jakarta
Jln. Arteri Pondok Indah Kav. 80/1-2. Jakarta
Jln. Iskandar Muda 8 EFG. Jakarta
Grand Permata Hijau Type Emerald no. 12 & 14
Jln. Melawai raya 110 A-B. Jakarta
Jln. Raya Kemang No. 60. Jakarta
Shopping Arcade The Mansion at Kemang
Ground Floor G31 & G32
Jln. Kiai Maja 77
Jl.Setiabudi Selatan No.7. Jakarta
Gedung Oakwood Premier Cozmo Jl. Lingkar Mega Kuningan Blok E 4.2 No. 1. Jakarta
Jln. Melawai Raya 165 Blok C 1-3. Jakarta
Jln. HR Rasuna Said Kav.01. Jakarta
Gedung Menara Mulia Lt.Dasar
Gedung Menara Palma – Ground Floor
Jln. Wolter Monginsidi No. 129. Jakarta
Ruko Grand Panglima Polim
Komp. Cipulir Permai No. 9 E
Jln. Kebayoran Lama 174. Jakarta
Jln. Raya Pasar Minggu 6. Jakarta
Jln. Lenteng Agung Raya No. 26 E-F. Jakarta
Ruko Pejaten Mas
Pertokoan Permata Hijau Blok D No. C27-28 dan B22. Jakarta
Jln. Jend. Sudirman Kav.47. Jakarta
Jln. Metro Pondok Indah UA 60 & 61. Jakarta
Pondok Indah Office Tower 3
Jln. Radio Dalam Raya No. 5 B-C. Jakarta
Jln. Dr. Saharjo 149 G-H. Jakarta
Gd. Sampoerna Strategic Square Tower A – Ground Floor
Koperasi Sejati Mulia B 1
Plaza Setiabudi
Jln. Prof. Dr. Soepomo 13. Jakarta
Sudirman Mansion Lt.G No.G-A Blk C Jl.Jend.Sudirman Kav 59 No.77. Jakarta
Summitmas I Lt. Dasar
Gedung Talavera
Gedung Gajah Tebet Unit N & O
Jln. Tebet Barat IX/40. Jakarta
Jln. Tebet Raya No. 25 B Blok CI Tebet. Jakarta
Jln. Tebet Timur Dalam Blok GG No.97
Jl. HR Rasuna Said Kav. 3-4
Gedung Multika
Wisma Indocement
Wisma Mulia Suite G02
Jl. Wolter Monginsidi No.54
World Trade Center I Sudirman
Gandaria City Lower Ground # L 48 – L 49
Jl.Kalibata Raya No.1 Jakarta Selatan. Jakarta
Mal Kota Kasablanka LG 103 Jl. Kasablanka Raya kav. 88. Jakarta
Jl.Pahlawan Raya Ruko Rempoa 8 Kav.9
Jln.KH.Abdullah Syafei No.7 Casablanca Tebet Jakarta Selatan. Jakarta
Jln. Tarum Barat Blok E No. 5  Jakarta Timur
Jln. Matraman Raya 14-16  Jakarta Timur
Jln. Paus 81  Jakarta Timur
Jln. Balai Pustaka Timur  Blok J No.225-C/3  Jakarta Timur
Jln. Buaran Raya Blok A No. 100 dan 101. Jakarta
Cibubur Indah Blk BA
Jln. Dewi Sartika 189. Jakarta
Jln. Jatinegara Barat 54 E
Jln. Jatinegara Timur No. 39. Jakarta
Jln. Inspeksi Kav. PTB Blok A 2 No. 2 C-D. Jakarta
Jln. I Gusti Ngurah Rai 8 A-B. Jakarta
Jln. Raya Bogor RT. 001 RW. 04 No. 19. Jakarta
Jln. MT Haryono Kav. 9. Jakarta
Jln. Otista No. 99. Jakarta
Jl. Raya Bogor Km 17 Uniko D2 No. 005 & 006
Jln. Pintu Pasar Timur No. 14 & 16 Jatinegara. Jakarta
Jln. Pengambiran Raya 2. Jakarta
Jln. Raya Bekasi Km. 25 Blok A/17-18
Pondok Bambu Center Blok A/5-6
Jln. Raya Bekasi Km.19 No.30 B-C. Jakarta
Jln. Raya Bekasi Km. 21 Ruko A2/18-19
Jln. Utan Kayu 94. Jakarta
Jl.Raya Penggilingan. Jakarta
Gedung Institute Teknologi & Bisnis Kalbe Jl.Pulo Mas Selatan 22/11 Jakarta Timur. Jakarta
Jl.Mayjen Sungkono No.76 Cililitan Kramat Jati (Lt.2 No.641) Jakarta. Jakarta
Jln. Parang Tritis Blok A VI No.3B-3C. Jakarta
Ruko Artha Gading Blok A 15-16
Jln. Boulevard Timur Blok NC 1 No.54-55. Jakarta
Kawasan Hunian dan Bisnis Terpadu CBD Pluit Blok B No. 9 & 10
Ruko Elang Laut Boulevard
Jln. Bukit Gading Raya Blok D/1. Jakarta
Jln. Raya Kelapa Hibrida
Komplek Rukan Kelapa Gading Square
Gedung Graha Kirana
Ruko Puri Mutiara
Pert.Gunung Sahari Indah Blok B/11-12
Jln. Jembatan Dua 82 BB-BC. Jakarta
Jln. Raya Kapuk Kamal No. 1A Blok DEF.Jakarta
Komp.Duta Harapan Indah
Jln. Kelapa Gading Boulevard Blok FX No.9-10. Jakarta
Menara Satu Sentra Kelapa Gading Lt. Dasar
Jln. Bulevar Raya Blok RA-1 No. 14-15
Jl. Bulevard Raya Blok L No. 1 Kelapa Gading. Jakarta
Jln. Boulevard Barat Raya Blok LC No.51-52. Jakarta
Ruko Kirana Boutique di Jl. Kirana Avenue 3 Blok E 2 No. 8-9
Jln. Kramat Jaya Blok F1/10. Jakarta
Ruko Lodan Center Ancol Blok O No. 6-7
Komplek Ruko Mahkota Ancol Blok E No.1
Gedung Mal Kelapa Gading III
Pst.Perd.Grosir Psr Pagi Lt.2 Bl.KA No.001A-B
Gedung ITC Mangga Dua Lt.IV Blok B No.20-25
Jl.Mangga Dua Raya Blok C-5 Kav. No.1. Jakarta
Komp. Ruko Mangga Dua Square Blok G No. 8-9
Gedung Pusat Perdagangan Grosir Mangga Dua Lt.1 Blok KA No.11 Jl.Mangga Dua Raya
Jln. Pasir Putih Raya. Jakarta
Jln. Muara Karang Timur Blok B VIII No.116-117. Jakarta
Jln. Galeri Niaga Mediterania Blok X.3 Kav.No.A8.J
Jln. Pluit Karang Utara no. 137 A & 137 B
Jl.Pluit Karang Blok D-7-U No.211A Kav 2. Jakarta 
Jln. Pademangan II Gang 15 No.45
Jln. Pantai Indah Selatan I Blok DF No.1 & 2. Jakarta
Rukan Eksklusif Bukit Golf Mediterania Blok C No. 17
Gedung Pusat Perdagangan Grosir Pasar Pagi Lt.III
Gedung Terminal Penumpang Nusantara Pura II
Ruko Permata Kota Blok A No. 10 Jl. Pangeran Tubagus Angke No. 170. Jakarta
Jln. Pluit Selatan 200. Jakarta
Jln. Taman Pluit Kencana Selatan No. 1-3. Jakarta
Jln. Pluit Permai Raya 60. Jakarta
Jln. Pluit Samudra No. 9 Blok N Kav. 5. Jakarta
Jln. Pluit Timur Blok L Barat Kav. 41-42 No.12A-14. Jakarta
Ruko Prima Sunter
Gambir Expo Blok C-3A dan C-5 Pintu 2 Arena PRJ Kemayoran. Jakarta
Komplek Ruko Puri Deltamas Blok J No. 5
Jln. Agung Utara Raya Blok A 360 D No.50-51
Pertokoan Paradise Blok J-1 No. 6 & 7
Jln. Danau Agung 2 Blok E2 No. 1A
Jln. Danau Sunter Utara Blok G 7 III No.1-2
Ruko Taman Permata Indah II Blok M No.27 Jl.Kampung Gusti Pejagalan. Jakarta
Taman Sunter Indah Blok KI-1/31. Jakarta
Jln. Enggano 22-23. Jakarta
Jln. Teluk Gong No. 9 & 9A. Jakarta
Komp. Ruko WTC Mangga Dua
Komplek Yos Sudarso Megah
Jln. Raya Merak 42
Ruko Cilegon City Square Jl. Raya Cilegon PCI Blok A No. 1-3 & Blok C No. 1
Jln. Ir H. Juanda 5
Jl. Cirendeu Raya No. 14 Cirendeu
Plaza Ciputat Mas Blok AD 5
Jln. Raya Labuan No.01
Ruko Pasar Rangkasbitung Blok B2 No. 01-02
Jln. Diponegoro No. 14
Jln. Raya Pasar Anyer 37
Jln. Jend. Sudirman No. 38
Komp.Ruko Blok C-6
Pertokoan Serang Plaza Blok II No. 5-7
Jl. Alam Sutera Boulevard No.10A Alam Sutera
Wisma BCA BSD City Kav. CBD Lot I.3 Jl. Pahlawan Seribu Tangerang
Jl. Kisamaun No. 57 Tangerang
Aneka Subur Toserba
Jln. Raya Serang Km.24/5
Bandara Soekarno Hatta term D. Tangerang
Ruko Graha Marcella No. 3 & 3 A Jln. Bintaro Utama Sektor 3 A. Tangerang
Ruko Sentra Menteng Blok MN No. 03
Ruko Pst.Rekreasi Sektor I.3 Blok B No.1
Jln. Raden Saleh No. 39B
Komp. Mahkota Mas Blok C 5-6
Jl. Hasyim Ashari Km.1
Perumahan Citra Raya Blok KD.02 No. 10-15 Mardigrass
Jln. Raya Serang Km.11
Ruko Duta Gardenia Blok B2-B3
Ruko Financial Center
Summarecon Mal Serpong Unit DGF – 17 B
Komplek Ruko Pasar Segar Blok RA-1 No. 12 & 15
Ruko Dahung Kidul
Ruko ITC BSD Blok R No. 41 & 42
Jln. Imam Bonjol 42 A Tangerang
Komp.Metro Permata
Jln. MH. Thamrin 9
Jl.Moch.Toha A 2 RT.001/RW.001 
Komp. Pertokoan Modernland Blok DR No.2-3
Jl. Pamulang Permai Blok SH 15 No.17 Pamulang. Tangerang
Perum Ciobodas
Ruko Plaza Merdeka Mas Blok A1-A2
Ruko Pondok Cabe Mutiara Blok C No. 11 & 12A
Ruko Pdk Lestari Blok C/7-8
Kawasan Pusat Niaga Terpadu Blok A No. 8 F
105 Bulevar Diponegoro FF #A3A# Lippo Karawaci 1200. Tangerang
Kavling Tofi Blok A No. 3 Sektor XI BSD City
Tang City Mall
Komplek Pergudangan Mutiara Kosambi 2 Blok B8 – B9
Komp. Pertokoan Villa Melati Mas Blok SR 1 No.18-19
Jl.Jalur Sutra Barat Kavling 21
Jl. Raya Ciledug Kreo Kav.5 No.1. Tangerang
Jl. Ceger Raya No. 8 A Pondok Aren
Komplek Psr Modern Mutiara Karawaci Ruko Blok D No.23 Jl.Mutiara Raya
Jl. Raya Parung
Jl.Prabu Kiansantang No.1 B Sangiang Jaya. Tangerang
Tang City Mall
Gedung JPTI No.P.14 A
Jl. Pondok Benda Raya No. 97 RT.002 RW.01 Pamulang II . Tangerang Selatan
Jl.Raya Bukit Indah No.5 Ruko Aria Pesona Sarua Indah. Tangerang Selatan
Jl.Sudirman No.74
Jln. Brigjen Katamso 30
Jl. Godean Km 4
Jl. Magelang Km 4 No. 204 Ronggoyudan
Jln. Jend. Sudirman 49-51.  Yogyakarta YO 55223
Jln. KH.A.Dahlan No. 27.  Yogyakarta YO55122
Jln. Brigjen Katamso 141.  Yogyakarta YO 55121
Jln. Kusumanegara No. 18.  Yogyakarta YO 55167
Jln. P. Mangkubumi 5-7.  Yogyakarta YO 55271
Jl.Lor Pasar No.59
Jl. Gejayan No. 38
Jln. Kaliurang Km. 6
Jln. Brigjen Katamso No. 38  Wates YO
Jl. Pasar Baru 8  Lembang  Bandung Barat
Jl. Raya Padalarang Kav.10  Bandung Barat
Jln. Asia Afrika 122-124  Bandung
Jln. A. Yani 656-658  Bandung
Jln. Ir. H. Juanda 66  Bandung
Jln. Soekarno Hatta 240  Bandung
Jl.ABC No.23-25  Bandung
Jln. Abdul Rachman Saleh 77  Bandung
Jl. Abdul Rivai No. 11  Bandung
Jln. Ahmad Yani No. 280  Bandung
Jl. Astana Anyar No. 128  Bandung
Jln. Banda 39  Bandung
Bandung Elctronic Center Lantai Utama Blok K 1
Bandung Trade Centre  Lower Ground Floor No. F.1  Jln. Dr. Djundjunan No. 143-149  Bandung
Jln. Batununggal Indah Raya No. 149  Bandung
Jln. Burangrang 44  Bandung
Jln. Dewi Sartika No. 58  Bandung
Jln. Jamika No. 29  Bandung
Jln. Kiaracondong 190  Bandung
Jln. Prof. Drg.S. Soemantri 33  Bandung
Pertokoan Metro Trade Center  Blok D01 & D02  Jl.Soekarno Hatta No.590  Bandung
Jln. Mohamad Toha No. 197  Bandung
Jln. Pahlawan No. 17  Bandung
Jln. Pasir Kaliki No.66  Bandung
Jln. Pasirkaliki No. 165  Bandung
Komp. Rajawali Plaza  Jln. Rajawali Timur 27B  Bandung
Jln. Laks.R.E Martadinata 92  Bandung
Jln. Setiabudi 146  Bandung
Jln. Sudirman 239-241  Bandung
Jln. Sumbersari T 12 No.23  Bandung
Jln. Sunda 50-54  Bandung
Jln. Suniaraja Timur 49  Bandung
Jln. Ujung Berung 50  Bandung
Jl. Buah Batu 192  Kab. Bandung
Jl.Raya Bojongsoang No.80  Kab. Bandung
Jl. Kopo 26 A-B  Kab. Bandung
Jl. Kopo Bihbul No. 49  Kab. Bandung
Komp. Ruko Kopo Plaza B.03-04  Jl. Peta 33  Kab. Bandung
Jl. Raya Laswi 212 A  Kab. Bandung
Komp. Perum Taman Kopo Indah II  Blok I B No. 31-32  Kab. Bandung
Jl.Raya Bandung – Garut KM 21.5  Mekargalih Jatinangor  Kab. Bandung
Jln. Letjen Suwarto 1A-B-C
Jl. Jend. Ahmad Yani No. 9 RT.01 RW
Komp. Sentra Niaga Bulevar Hijau Kav. 33-35
Ramayana Cibitung – Lantai Dasar
Madison Square Business Park Lippo Cikarang Jl.MH.Thamrin No.163 Cikarang Selatan. Bekasi
Ruko Cikarang Plaza
Ruko Bekasi Grand Centre Blok A.5
Jln. Jend.Sudirman No. 99 Kranji. Bekasi
Kamp.Jarakosta
Jln. Caman Raya No. 17 J & K. Bekasi
Jl. Ir. H. Juanda No. 54. Bekasi
Jl.Raya Transyogi (d/h Jl.Raya Alternatif Cibubur) No.88
Grand Wisata Celebration Boulevard Blok AA 10 No.9 Bekasi. Bekasi
Jl.RE.Martadinata Lt.LG No.19
Jl.Diponegoro Km.38
Komplek Ruko Kemang Pratama Blok AN No. 1A
Ruko Metro Bulevar Blok A26
Jl.Raya Pondok Timur Bekasi
Jln. Raya Sultan Agung
Ruko Permata Junction Blok A2-3 Jl.Raya Jababeka
Ruko Kalimas Blok B No. 6
Jln. Raya Taman Galaxi Blok A/31. Bekasi
Naga Swalayan Tambun
Picadilly Square
Jl. Wibawa Mukti 2 No. 73-D Jati Asih
Kompleks Ruko Graha Indah Blok F-1
Ruko Pondok Gede Plaza Blok H no. 3 & 5
Ruko Time Square C1-2 & C1-3 Jln. Transyogi Km. 3 Cibubur
Jln. Ir Juanda 28. Bogor
Cileungsi Trade Center Blok C 10-11
Jln. Raya Ciluar No. 2 & 3. Bogor
Jl.Merdeka No.50. Bogor
Jln. M. Oking Jayaatmaja 142
Pertokoan Warung Jambu Blok A/1
Gedung Pertemuan Puri Begawan
Ruko Dua Empat
Jl.Siliwangi 101. Bogor
Jln. Suryakencana 260 C & D. Bogor
Jln. Tajur No. 65. Bogor
Jl.Kap.Muslihat No.15 A. Bogor
Jln. A. Yani 33
Jln. Hos Cokroaminoto 56-58
Komp. Hotel Pendawa A 3-4
Komp.Ciranjang Indah No.2
Jln. Dewi Sartika 15
Jln. Mangunsarkoro 24
Jln. Raya Bogor Km. 29
Ruko Graha Cibinong Blok D 6 dan D 7
Ruko Trafalgar Blok SE I No. 1-2
Jln. Mayor Oking 27
Jl. Cimahi 533  Cimahi
Jln. Yos Sudarso 27
Jln. Dr Cipto Mangunkusumo 4E
Jl.Karanggetas Grand Centre No.D 18
Jln. Pekalipan no. 111
Jl. Otto Iskandardinata No. 19D Kec.Weru
Jln. Cipeujeuh Wetan 26
Jln. Margonda Raya No. 182. Depok
Jln. Cinere Raya No. 20 C-1 & C-2 Cinere. Depok
Ruko Depok No. 4 & 5
Jl. Raya Bogor KM. 31. Depok
Jl. Raya Citayam No. 5 A. Depok
Komplek Ruko ITC Depok No.3
Jl.Proklamasi Blok D No.14-15. Depok
Jln. Cinere Raya Blok A/18-19
Perumahan Depok Maharaja Blok A1 No. 14
Gd. Engineering Ctr
Rukan Golden Stik
Jln. Nusantara Raya No. 15. Depok
Jl.Proklamasi RT 04/021 Kel.Mekarjaya
Margo City Unit GF 11
Jln. Ciledug 162
Jln. Ahmad Yani 165
Jln. D.I. Panjaitan No. 69
Jln. Mayor Dasuki 93
Jln. Panatayuda 1 No. 37
Jln. A. Yani 53
Jln. Tuparev No. 356
Jln. Raya Rengasdengklok No. 271 RT. 007 RW. 30
Perumahan Karawang Resinda Blok TA 5 No.01 dan 02 Telukjambe Karawang
Jln. Siliwangi 95
Jln. Jend. A. Yani 224
Jln. Jend. Sudirman 85
Kawasan Kota Bukit Indah Kav.A II/29 No.RK 5
Jl.RE. Martadinata No.57
Jln. Otto Iskandardinata 37
Jln. Ion Martasasmita No. 37
Jln. A. Yani 33-35
Jln. Suryakencana No. 179 Blok A-2
Jln. Siliwangi 155
Pertokoan A. Yani Blok T-7 & T-8. Jln. Jend. A. Yani No. 327 (eks. Kodim Lama)
Jln. Siliwangi No. 2
Komp. Sukabumi Raya
Jln. Mayor Abdurahman 181-183
Jln. HZ Mustofa 300
Jln. Raya Ciawi 151
Jln. Yudanegara No. 61 B & C
Jln. Sutisna Senjaya 82
Jln. Jend. Sudirman 144
Jln. Pemuda 58
Jln. Jend. Sudirman 391 A
Jl. Jend. Sudirman No. 719
Jln. Raya Pancasan No. 34
Jl.Jend.Sudirman 80
Jln. Jend. Sudirman 165
Jln. Pemuda 57
Jl.Pandanaran 58 Rancah Wetan RT 01 / RW XI
Jln. Diponegoro 296
Jln. Kalierang
Jln. Raya Jatibarang
Jln. Diponegoro No. 141
Jln. A. Yani 118
Jln. A. Yani No. 09 Kroya
Jln. Jend. Gatot Subroto No. 54 Gunungsimping
Jln. Diponegoro 318
Jln. A. Yani 40
Jl.Sultan Patah 16
Jl. A. Yani RT 006/RW 003 Kel Bugel
Jln. MT Haryono 2
Jln. Pemuda 28-32
Jln. Raya Palur Km 5
